# DeepLocPro subcellular localisation per protein.  This replaces a three-tool
# summary (SignalP 6 + DeepTMHMM + DeepLocPro); the other two tools' columns
# reached no published table or figure.
protein_id	deeplocpro_localization
gnl|extdb|AC1V0C_31960	Outer Membrane
gnl|extdb|AC1V0C_31965	Outer Membrane
gnl|extdb|AC1V0C_31970	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31975	Cytoplasmic
gnl|extdb|AC1V0C_31980	Cytoplasmic
gnl|extdb|AC1V0C_31985	Cytoplasmic Membrane
gnl|extdb|AC1V0C_31990	Cytoplasmic
gnl|extdb|AC1V0C_31995	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32000	Cytoplasmic
gnl|extdb|AC1V0C_32005	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32010	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32015	Periplasmic
gnl|extdb|AC1V0C_32020	Cytoplasmic
gnl|extdb|AC1V0C_32025	Cytoplasmic
gnl|extdb|AC1V0C_32030	Cytoplasmic
gnl|extdb|AC1V0C_32035	Cytoplasmic
gnl|extdb|AC1V0C_32040	Cytoplasmic
gnl|extdb|AC1V0C_32045	Cytoplasmic
gnl|extdb|AC1V0C_32050	Extracellular
gnl|extdb|AC1V0C_32055	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32060	Cytoplasmic
gnl|extdb|AC1V0C_32065	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32070	Cytoplasmic
gnl|extdb|AC1V0C_32075	Cytoplasmic
gnl|extdb|AC1V0C_32080	Cytoplasmic
gnl|extdb|AC1V0C_32085	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32090	Cytoplasmic
gnl|extdb|AC1V0C_32095	Cytoplasmic
gnl|extdb|AC1V0C_32100	Cytoplasmic
gnl|extdb|AC1V0C_32105	Periplasmic
gnl|extdb|AC1V0C_32110	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32115	Extracellular
gnl|extdb|AC1V0C_32120	Cytoplasmic
gnl|extdb|AC1V0C_32125	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32130	Cytoplasmic
gnl|extdb|AC1V0C_32135	Cytoplasmic
gnl|extdb|AC1V0C_32140	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32145	Outer Membrane
gnl|extdb|AC1V0C_32150	Cytoplasmic
gnl|extdb|AC1V0C_32155	Cytoplasmic
gnl|extdb|AC1V0C_32160	Cytoplasmic
gnl|extdb|AC1V0C_32165	Cytoplasmic
gnl|extdb|AC1V0C_32170	Cytoplasmic
gnl|extdb|AC1V0C_32175	Cytoplasmic
gnl|extdb|AC1V0C_32180	Cytoplasmic
gnl|extdb|AC1V0C_32185	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32190	Periplasmic
gnl|extdb|AC1V0C_32195	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32200	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32205	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32210	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32215	Cytoplasmic
gnl|extdb|AC1V0C_32220	Cytoplasmic
gnl|extdb|AC1V0C_32225	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32230	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32235	Cytoplasmic
gnl|extdb|AC1V0C_32240	Cytoplasmic
gnl|extdb|AC1V0C_32245	Cytoplasmic
gnl|extdb|AC1V0C_32255	Cytoplasmic
gnl|extdb|AC1V0C_32260	Cytoplasmic
gnl|extdb|AC1V0C_32265	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32270	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32275	Periplasmic
gnl|extdb|AC1V0C_32280	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32285	Cytoplasmic
gnl|extdb|AC1V0C_32290	Extracellular
gnl|extdb|AC1V0C_32295	Cytoplasmic
gnl|extdb|AC1V0C_32300	Cytoplasmic
gnl|extdb|AC1V0C_32305	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32310	Cytoplasmic
gnl|extdb|AC1V0C_32315	Cytoplasmic
gnl|extdb|AC1V0C_32320	Cytoplasmic
gnl|extdb|AC1V0C_32325	Cytoplasmic
gnl|extdb|AC1V0C_32330	Cytoplasmic
gnl|extdb|AC1V0C_32335	Cytoplasmic
gnl|extdb|AC1V0C_32340	Cytoplasmic
gnl|extdb|AC1V0C_32345	Cytoplasmic
gnl|extdb|AC1V0C_32350	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32355	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32360	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32365	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32370	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32375	Periplasmic
gnl|extdb|AC1V0C_32380	Cytoplasmic
gnl|extdb|AC1V0C_32385	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32390	Cytoplasmic
gnl|extdb|AC1V0C_32395	Cytoplasmic
gnl|extdb|AC1V0C_32400	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32405	Cytoplasmic
gnl|extdb|AC1V0C_32410	Cytoplasmic
gnl|extdb|AC1V0C_32415	Cytoplasmic
gnl|extdb|AC1V0C_32420	Cytoplasmic
gnl|extdb|AC1V0C_32425	Cytoplasmic
gnl|extdb|AC1V0C_32430	Cytoplasmic
gnl|extdb|AC1V0C_32435	Cytoplasmic
gnl|extdb|AC1V0C_32440	Cytoplasmic
gnl|extdb|AC1V0C_32445	Cytoplasmic
gnl|extdb|AC1V0C_32450	Extracellular
gnl|extdb|AC1V0C_32455	Periplasmic
gnl|extdb|AC1V0C_32460	Cytoplasmic
gnl|extdb|AC1V0C_32465	Outer Membrane
gnl|extdb|AC1V0C_32470	Periplasmic
gnl|extdb|AC1V0C_32475	Periplasmic
gnl|extdb|AC1V0C_32480	Cytoplasmic
gnl|extdb|AC1V0C_32485	Cytoplasmic
gnl|extdb|AC1V0C_32490	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32495	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32500	Periplasmic
gnl|extdb|AC1V0C_32505	Cytoplasmic
gnl|extdb|AC1V0C_32510	Cytoplasmic
gnl|extdb|AC1V0C_32515	Cytoplasmic
gnl|extdb|AC1V0C_32520	Cytoplasmic
gnl|extdb|AC1V0C_32525	Extracellular
gnl|extdb|AC1V0C_32530	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32535	Cytoplasmic
gnl|extdb|AC1V0C_32540	Cytoplasmic
gnl|extdb|AC1V0C_32545	Cytoplasmic
gnl|extdb|AC1V0C_32550	Cytoplasmic
gnl|extdb|AC1V0C_32555	Cytoplasmic
gnl|extdb|AC1V0C_32560	Periplasmic
gnl|extdb|AC1V0C_32565	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32570	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32575	Cytoplasmic
gnl|extdb|AC1V0C_32580	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32585	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32590	Periplasmic
gnl|extdb|AC1V0C_32595	Cytoplasmic
gnl|extdb|AC1V0C_32600	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32605	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32610	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32615	Cytoplasmic
gnl|extdb|AC1V0C_32620	Cytoplasmic
gnl|extdb|AC1V0C_32625	Cytoplasmic
gnl|extdb|AC1V0C_32630	Cytoplasmic
gnl|extdb|AC1V0C_32635	Cytoplasmic
gnl|extdb|AC1V0C_32640	Cytoplasmic
gnl|extdb|AC1V0C_32645	Cytoplasmic
gnl|extdb|AC1V0C_32650	Cytoplasmic
gnl|extdb|AC1V0C_32655	Cytoplasmic
gnl|extdb|AC1V0C_32660	Outer Membrane
gnl|extdb|AC1V0C_32665	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32670	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32675	Cytoplasmic
gnl|extdb|AC1V0C_32680	Cytoplasmic
gnl|extdb|AC1V0C_32685	Cytoplasmic
gnl|extdb|AC1V0C_32690	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32695	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32700	Cytoplasmic
gnl|extdb|AC1V0C_32705	Periplasmic
gnl|extdb|AC1V0C_32710	Cytoplasmic
gnl|extdb|AC1V0C_32715	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32720	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32725	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32730	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32740	Outer Membrane
gnl|extdb|AC1V0C_32745	Cytoplasmic
gnl|extdb|AC1V0C_32750	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32755	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32760	Cytoplasmic
gnl|extdb|AC1V0C_32765	Cytoplasmic
gnl|extdb|AC1V0C_32770	Cytoplasmic
gnl|extdb|AC1V0C_32775	Cytoplasmic
gnl|extdb|AC1V0C_32780	Cytoplasmic
gnl|extdb|AC1V0C_32785	Cytoplasmic
gnl|extdb|AC1V0C_32790	Cytoplasmic
gnl|extdb|AC1V0C_32795	Cytoplasmic
gnl|extdb|AC1V0C_32800	Cytoplasmic
gnl|extdb|AC1V0C_32805	Cytoplasmic
gnl|extdb|AC1V0C_32810	Cytoplasmic
gnl|extdb|AC1V0C_32815	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32820	Cytoplasmic
gnl|extdb|AC1V0C_32825	Cytoplasmic
gnl|extdb|AC1V0C_32830	Cytoplasmic
gnl|extdb|AC1V0C_32835	Cytoplasmic
gnl|extdb|AC1V0C_32840	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32845	Cytoplasmic
gnl|extdb|AC1V0C_32850	Cytoplasmic
gnl|extdb|AC1V0C_32855	Cytoplasmic
gnl|extdb|AC1V0C_32860	Cytoplasmic
gnl|extdb|AC1V0C_32865	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32870	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32875	Cytoplasmic
gnl|extdb|AC1V0C_32880	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32885	Extracellular
gnl|extdb|AC1V0C_32890	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32895	Cytoplasmic
gnl|extdb|AC1V0C_32900	Cytoplasmic
gnl|extdb|AC1V0C_32905	Cytoplasmic
gnl|extdb|AC1V0C_32910	Cytoplasmic
gnl|extdb|AC1V0C_32915	Cytoplasmic
gnl|extdb|AC1V0C_32920	Cytoplasmic
gnl|extdb|AC1V0C_32925	Cytoplasmic
gnl|extdb|AC1V0C_32930	Cytoplasmic
gnl|extdb|AC1V0C_32935	Cytoplasmic
gnl|extdb|AC1V0C_32940	Extracellular
gnl|extdb|AC1V0C_32945	Cytoplasmic
gnl|extdb|AC1V0C_32950	Cytoplasmic
gnl|extdb|AC1V0C_32955	Cytoplasmic
gnl|extdb|AC1V0C_32960	Cytoplasmic
gnl|extdb|AC1V0C_32965	Periplasmic
gnl|extdb|AC1V0C_32970	Cytoplasmic
gnl|extdb|AC1V0C_32975	Cytoplasmic Membrane
gnl|extdb|AC1V0C_32980	Cytoplasmic
gnl|extdb|AC1V0C_32985	Cytoplasmic
gnl|extdb|AC1V0C_32990	Cytoplasmic
gnl|extdb|AC1V0C_32995	Extracellular
gnl|extdb|AC1V0C_33000	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33005	Cytoplasmic
gnl|extdb|AC1V0C_33010	Cytoplasmic
gnl|extdb|AC1V0C_33015	Cytoplasmic
gnl|extdb|AC1V0C_33020	Outer Membrane
gnl|extdb|AC1V0C_33025	Cytoplasmic
gnl|extdb|AC1V0C_33030	Cytoplasmic
gnl|extdb|AC1V0C_33035	Cytoplasmic
gnl|extdb|AC1V0C_33040	Cytoplasmic
gnl|extdb|AC1V0C_33045	Cytoplasmic
gnl|extdb|AC1V0C_33050	Cytoplasmic
gnl|extdb|AC1V0C_33055	Cytoplasmic
gnl|extdb|AC1V0C_33060	Cytoplasmic
gnl|extdb|AC1V0C_33065	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33070	Cytoplasmic
gnl|extdb|AC1V0C_33075	Periplasmic
gnl|extdb|AC1V0C_33080	Cytoplasmic
gnl|extdb|AC1V0C_33085	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33090	Cytoplasmic
gnl|extdb|AC1V0C_33095	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33100	Periplasmic
gnl|extdb|AC1V0C_33105	Cytoplasmic
gnl|extdb|AC1V0C_33110	Cytoplasmic
gnl|extdb|AC1V0C_33115	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33120	Cytoplasmic
gnl|extdb|AC1V0C_33125	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33130	Cytoplasmic
gnl|extdb|AC1V0C_33135	Cytoplasmic
gnl|extdb|AC1V0C_33140	Cytoplasmic
gnl|extdb|AC1V0C_33145	Cytoplasmic
gnl|extdb|AC1V0C_33150	Cytoplasmic
gnl|extdb|AC1V0C_33155	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33160	Cytoplasmic
gnl|extdb|AC1V0C_33165	Cytoplasmic
gnl|extdb|AC1V0C_33170	Cytoplasmic
gnl|extdb|AC1V0C_33175	Cytoplasmic
gnl|extdb|AC1V0C_33180	Cytoplasmic
gnl|extdb|AC1V0C_33185	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33190	Cytoplasmic
gnl|extdb|AC1V0C_33195	Cytoplasmic
gnl|extdb|AC1V0C_33200	Cytoplasmic
gnl|extdb|AC1V0C_33205	Cytoplasmic
gnl|extdb|AC1V0C_33210	Cytoplasmic
gnl|extdb|AC1V0C_33215	Extracellular
gnl|extdb|AC1V0C_33220	Cytoplasmic
gnl|extdb|AC1V0C_33225	Cytoplasmic
gnl|extdb|AC1V0C_33230	Cytoplasmic
gnl|extdb|AC1V0C_33235	Cytoplasmic
gnl|extdb|AC1V0C_33240	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33245	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33250	Cytoplasmic
gnl|extdb|AC1V0C_33255	Cytoplasmic
gnl|extdb|AC1V0C_33260	Cytoplasmic
gnl|extdb|AC1V0C_33265	Cytoplasmic
gnl|extdb|AC1V0C_33270	Cytoplasmic
gnl|extdb|AC1V0C_33275	Cytoplasmic
gnl|extdb|AC1V0C_33280	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33285	Cytoplasmic
gnl|extdb|AC1V0C_33290	Cytoplasmic
gnl|extdb|AC1V0C_33295	Cytoplasmic
gnl|extdb|AC1V0C_33300	Cytoplasmic
gnl|extdb|AC1V0C_33305	Cytoplasmic
gnl|extdb|AC1V0C_33310	Cytoplasmic
gnl|extdb|AC1V0C_33315	Extracellular
gnl|extdb|AC1V0C_33320	Extracellular
gnl|extdb|AC1V0C_33325	Cytoplasmic
gnl|extdb|AC1V0C_33330	Cytoplasmic
gnl|extdb|AC1V0C_33335	Extracellular
gnl|extdb|AC1V0C_33340	Extracellular
gnl|extdb|AC1V0C_33345	Extracellular
gnl|extdb|AC1V0C_33350	Cytoplasmic
gnl|extdb|AC1V0C_33355	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33360	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33365	Cytoplasmic
gnl|extdb|AC1V0C_33370	Cytoplasmic
gnl|extdb|AC1V0C_33375	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33380	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33385	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33390	Cytoplasmic
gnl|extdb|AC1V0C_33395	Cytoplasmic
gnl|extdb|AC1V0C_33400	Cytoplasmic
gnl|extdb|AC1V0C_33405	Cytoplasmic
gnl|extdb|AC1V0C_33410	Cytoplasmic
gnl|extdb|AC1V0C_33415	Cytoplasmic
gnl|extdb|AC1V0C_33425	Periplasmic
gnl|extdb|AC1V0C_33435	Cytoplasmic
gnl|extdb|AC1V0C_33440	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33445	Cytoplasmic
gnl|extdb|AC1V0C_33450	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33455	Cytoplasmic
gnl|extdb|AC1V0C_33460	Periplasmic
gnl|extdb|AC1V0C_33465	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33470	Cytoplasmic
gnl|extdb|AC1V0C_33475	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33480	Cytoplasmic
gnl|extdb|AC1V0C_33485	Cytoplasmic
gnl|extdb|AC1V0C_33490	Extracellular
gnl|extdb|AC1V0C_33495	Cytoplasmic
gnl|extdb|AC1V0C_33500	Outer Membrane
gnl|extdb|AC1V0C_33505	Extracellular
gnl|extdb|AC1V0C_33510	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33515	Periplasmic
gnl|extdb|AC1V0C_33520	Cytoplasmic
gnl|extdb|AC1V0C_33525	Cytoplasmic
gnl|extdb|AC1V0C_33530	Cytoplasmic
gnl|extdb|AC1V0C_33535	Cytoplasmic
gnl|extdb|AC1V0C_33540	Cytoplasmic
gnl|extdb|AC1V0C_33545	Periplasmic
gnl|extdb|AC1V0C_33550	Cytoplasmic
gnl|extdb|AC1V0C_33555	Cytoplasmic
gnl|extdb|AC1V0C_33560	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33565	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33570	Cytoplasmic
gnl|extdb|AC1V0C_33575	Cytoplasmic
gnl|extdb|AC1V0C_33580	Cytoplasmic
gnl|extdb|AC1V0C_33585	Cytoplasmic
gnl|extdb|AC1V0C_33590	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33595	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33600	Outer Membrane
gnl|extdb|AC1V0C_33605	Cytoplasmic
gnl|extdb|AC1V0C_33610	Cytoplasmic
gnl|extdb|AC1V0C_33615	Cytoplasmic
gnl|extdb|AC1V0C_33620	Cytoplasmic
gnl|extdb|AC1V0C_33625	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33630	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33635	Periplasmic
gnl|extdb|AC1V0C_33640	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33645	Cytoplasmic
gnl|extdb|AC1V0C_33650	Periplasmic
gnl|extdb|AC1V0C_33655	Cytoplasmic
gnl|extdb|AC1V0C_33660	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33665	Cytoplasmic
gnl|extdb|AC1V0C_33670	Cytoplasmic
gnl|extdb|AC1V0C_33675	Cytoplasmic
gnl|extdb|AC1V0C_33680	Cytoplasmic
gnl|extdb|AC1V0C_33685	Cytoplasmic
gnl|extdb|AC1V0C_33700	Cytoplasmic
gnl|extdb|AC1V0C_33705	Cytoplasmic
gnl|extdb|AC1V0C_33710	Cytoplasmic
gnl|extdb|AC1V0C_33715	Periplasmic
gnl|extdb|AC1V0C_33720	Cytoplasmic
gnl|extdb|AC1V0C_33725	Outer Membrane
gnl|extdb|AC1V0C_33730	Periplasmic
gnl|extdb|AC1V0C_33735	Cytoplasmic
gnl|extdb|AC1V0C_33740	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33745	Cytoplasmic
gnl|extdb|AC1V0C_33750	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33755	Cytoplasmic
gnl|extdb|AC1V0C_33760	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33765	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33770	Cytoplasmic
gnl|extdb|AC1V0C_33775	Cytoplasmic
gnl|extdb|AC1V0C_33780	Cytoplasmic
gnl|extdb|AC1V0C_33785	Periplasmic
gnl|extdb|AC1V0C_33790	Extracellular
gnl|extdb|AC1V0C_33795	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33800	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33805	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33810	Periplasmic
gnl|extdb|AC1V0C_33815	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33820	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33825	Cytoplasmic
gnl|extdb|AC1V0C_33830	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33835	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33840	Outer Membrane
gnl|extdb|AC1V0C_33845	Cytoplasmic
gnl|extdb|AC1V0C_33850	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33855	Cytoplasmic
gnl|extdb|AC1V0C_33860	Cytoplasmic
gnl|extdb|AC1V0C_33865	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33870	Cytoplasmic
gnl|extdb|AC1V0C_33875	Cytoplasmic
gnl|extdb|AC1V0C_33885	Cytoplasmic
gnl|extdb|AC1V0C_33890	Cytoplasmic
gnl|extdb|AC1V0C_33895	Cytoplasmic
gnl|extdb|AC1V0C_33900	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33905	Cytoplasmic
gnl|extdb|AC1V0C_33910	Cytoplasmic
gnl|extdb|AC1V0C_33915	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33920	Cytoplasmic
gnl|extdb|AC1V0C_33925	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33930	Extracellular
gnl|extdb|AC1V0C_33935	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33940	Cytoplasmic
gnl|extdb|AC1V0C_33945	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33950	Cytoplasmic
gnl|extdb|AC1V0C_33955	Cytoplasmic
gnl|extdb|AC1V0C_33960	Cytoplasmic
gnl|extdb|AC1V0C_33965	Extracellular
gnl|extdb|AC1V0C_33970	Cell wall & surface
gnl|extdb|AC1V0C_33975	Extracellular
gnl|extdb|AC1V0C_33980	Extracellular
gnl|extdb|AC1V0C_33985	Cytoplasmic
gnl|extdb|AC1V0C_33990	Cytoplasmic Membrane
gnl|extdb|AC1V0C_33995	Extracellular
gnl|extdb|AC1V0C_34000	Cytoplasmic
gnl|extdb|AC1V0C_34005	Cytoplasmic
gnl|extdb|AC1V0C_34015	Cytoplasmic
gnl|extdb|AC1V0C_34020	Cytoplasmic
gnl|extdb|AC1V0C_34030	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34035	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34040	Cell wall & surface
gnl|extdb|AC1V0C_34050	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34055	Cytoplasmic
gnl|extdb|AC1V0C_34070	Extracellular
gnl|extdb|AC1V0C_34075	Extracellular
gnl|extdb|AC1V0C_34080	Periplasmic
gnl|extdb|AC1V0C_34085	Extracellular
gnl|extdb|AC1V0C_34090	Outer Membrane
gnl|extdb|AC1V0C_34095	Extracellular
gnl|extdb|AC1V0C_34100	Extracellular
gnl|extdb|AC1V0C_34105	Extracellular
gnl|extdb|AC1V0C_34110	Extracellular
gnl|extdb|AC1V0C_34115	Extracellular
gnl|extdb|AC1V0C_34120	Extracellular
gnl|extdb|AC1V0C_34125	Extracellular
gnl|extdb|AC1V0C_34130	Extracellular
gnl|extdb|AC1V0C_34135	Extracellular
gnl|extdb|AC1V0C_34140	Periplasmic
gnl|extdb|AC1V0C_34145	Periplasmic
gnl|extdb|AC1V0C_34150	Outer Membrane
gnl|extdb|AC1V0C_34155	Periplasmic
gnl|extdb|AC1V0C_34160	Periplasmic
gnl|extdb|AC1V0C_34165	Extracellular
gnl|extdb|AC1V0C_34170	Extracellular
gnl|extdb|AC1V0C_34175	Periplasmic
gnl|extdb|AC1V0C_34180	Extracellular
gnl|extdb|AC1V0C_34185	Periplasmic
gnl|extdb|AC1V0C_34190	Extracellular
gnl|extdb|AC1V0C_34195	Cytoplasmic
gnl|extdb|AC1V0C_34200	Cytoplasmic
gnl|extdb|AC1V0C_34205	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34210	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34215	Cytoplasmic
gnl|extdb|AC1V0C_34220	Extracellular
gnl|extdb|AC1V0C_34225	Cytoplasmic
gnl|extdb|AC1V0C_34230	Cytoplasmic
gnl|extdb|AC1V0C_34235	Extracellular
gnl|extdb|AC1V0C_34240	Cytoplasmic
gnl|extdb|AC1V0C_34245	Cytoplasmic
gnl|extdb|AC1V0C_34250	Cytoplasmic
gnl|extdb|AC1V0C_34255	Cytoplasmic
gnl|extdb|AC1V0C_34260	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34265	Extracellular
gnl|extdb|AC1V0C_34270	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34275	Cytoplasmic
gnl|extdb|AC1V0C_34280	Extracellular
gnl|extdb|AC1V0C_34285	Cytoplasmic
gnl|extdb|AC1V0C_34290	Cytoplasmic
gnl|extdb|AC1V0C_34295	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34300	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34305	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34310	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34315	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34320	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34325	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34330	Extracellular
gnl|extdb|AC1V0C_34335	Cytoplasmic
gnl|extdb|AC1V0C_34340	Cytoplasmic
gnl|extdb|AC1V0C_34345	Cytoplasmic
gnl|extdb|AC1V0C_34350	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34355	Cytoplasmic
gnl|extdb|AC1V0C_34365	Cytoplasmic
gnl|extdb|AC1V0C_34370	Cytoplasmic
gnl|extdb|AC1V0C_34375	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34380	Cytoplasmic
gnl|extdb|AC1V0C_34385	Cytoplasmic
gnl|extdb|AC1V0C_34390	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34395	Cytoplasmic
gnl|extdb|AC1V0C_34400	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34405	Cytoplasmic
gnl|extdb|AC1V0C_34410	Cytoplasmic
gnl|extdb|AC1V0C_34415	Cytoplasmic
gnl|extdb|AC1V0C_34420	Cytoplasmic
gnl|extdb|AC1V0C_34425	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34430	Cytoplasmic
gnl|extdb|AC1V0C_34435	Cytoplasmic
gnl|extdb|AC1V0C_34440	Cytoplasmic
gnl|extdb|AC1V0C_34445	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34450	Outer Membrane
gnl|extdb|AC1V0C_34455	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34460	Cytoplasmic
gnl|extdb|AC1V0C_34465	Cytoplasmic
gnl|extdb|AC1V0C_34470	Outer Membrane
gnl|extdb|AC1V0C_34475	Outer Membrane
gnl|extdb|AC1V0C_34480	Outer Membrane
gnl|extdb|AC1V0C_34485	Cytoplasmic
gnl|extdb|AC1V0C_34490	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34495	Cytoplasmic
gnl|extdb|AC1V0C_34505	Cytoplasmic
gnl|extdb|AC1V0C_34510	Cytoplasmic Membrane
gnl|extdb|AC1V0C_34515	Cytoplasmic
gnl|extdb|AC1V0C_34520	Cytoplasmic
gnl|extdb|AC1V0C_34525	Cytoplasmic
gnl|extdb|AC1V0C_34530	Cytoplasmic
gnl|extdb|AC1V0C_34535	Cytoplasmic
gnl|extdb|AC1V0C_34540	Cytoplasmic
gnl|extdb|AC1V0C_34545	Cytoplasmic
