## Thu Aug  6 17:01:22 2026
## emapper-2.1.12
## /opt/miniconda3/envs/eggNOG-mapper/bin/emapper.py -i /home/andrey/scripts/MF6_proteomics_V2/data/annotation/annot.faa --itype proteins -m diamond --sensmode sensitive --dmnd_iterate no --block_size 0.4 --index_chunks 4 --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign realign --report_orthologs --excel --cpu 12 --data_dir /home/andrey/eggnog_db --temp_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog/tmp --output annot --output_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog --override
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gnl|extdb|AC1V0C_03440	292.DM42_1087	3.94e-85	252.0	COG0526@1|root,COG0526@2|Bacteria,1MZ22@1224|Proteobacteria,2VT0M@28216|Betaproteobacteria,1K804@119060|Burkholderiaceae	28216|Betaproteobacteria	CO	COG0526, thiol-disulfide isomerase and thioredoxins	-	-	-	-	-	-	-	-	-	-	-	-	Thioredoxin
gnl|extdb|AC1V0C_03445	216591.BCAL3270	0.0	1197.0	COG0443@1|root,COG0443@2|Bacteria,1MVEN@1224|Proteobacteria,2VH14@28216|Betaproteobacteria,1K3HS@119060|Burkholderiaceae	28216|Betaproteobacteria	O	Heat shock 70 kDa protein	dnaK	GO:0000166,GO:0000988,GO:0000989,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008144,GO:0008150,GO:0008270,GO:0009266,GO:0009408,GO:0009628,GO:0009889,GO:0009987,GO:0010033,GO:0010556,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0016989,GO:0017076,GO:0017111,GO:0019219,GO:0019222,GO:0022607,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033554,GO:0034620,GO:0035639,GO:0035966,GO:0035967,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043169,GO:0043531,GO:0043933,GO:0044085,GO:0044183,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051171,GO:0051252,GO:0051716,GO:0060255,GO:0061077,GO:0065003,GO:0065007,GO:0070887,GO:0071310,GO:0071840,GO:0080090,GO:0097159,GO:0097367,GO:0140110,GO:1901265,GO:1901363,GO:1903506,GO:2001141	-	ko:K04043	ko03018,ko04212,ko05152,map03018,map04212,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	1.A.33.1	-	-	HSP70
gnl|extdb|AC1V0C_03450	216591.BCAL3269	4.21e-248	684.0	COG0484@1|root,COG0484@2|Bacteria,1MVMS@1224|Proteobacteria,2VHEH@28216|Betaproteobacteria,1K2CB@119060|Burkholderiaceae	28216|Betaproteobacteria	O	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins	dnaJ	-	-	ko:K03686	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	DnaJ,DnaJ_C,DnaJ_CXXCXGXG
gnl|extdb|AC1V0C_03455	292.DM42_1084	0.0	1102.0	COG0115@1|root,COG0147@1|root,COG0115@2|Bacteria,COG0147@2|Bacteria,1MVBJ@1224|Proteobacteria,2VHXV@28216|Betaproteobacteria,1K1A8@119060|Burkholderiaceae	28216|Betaproteobacteria	EH	Para-aminobenzoate synthase, subunit I	pabB	-	2.6.1.85,4.1.3.38	ko:K01665,ko:K03342	ko00790,map00790	-	R01716,R05553	RC00010,RC01418,RC01843,RC02148	ko00000,ko00001,ko01000,ko01007	-	-	-	Aminotran_4,Chorismate_bind
gnl|extdb|AC1V0C_03460	216591.BCAL3267	3.66e-186	518.0	COG0413@1|root,COG0413@2|Bacteria,1MU3B@1224|Proteobacteria,2VHZ0@28216|Betaproteobacteria,1K06R@119060|Burkholderiaceae	28216|Betaproteobacteria	H	Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate	panB	-	2.1.2.11	ko:K00606	ko00770,ko01100,ko01110,map00770,map01100,map01110	M00119	R01226	RC00022,RC00200	ko00000,ko00001,ko00002,ko01000	-	-	-	Pantoate_transf
gnl|extdb|AC1V0C_03465	216591.BCAL3266	1.28e-160	450.0	COG1428@1|root,COG1428@2|Bacteria,1RC50@1224|Proteobacteria,2VQ8U@28216|Betaproteobacteria,1K39F@119060|Burkholderiaceae	28216|Betaproteobacteria	F	deoxynucleoside kinase	dgk	-	-	-	-	-	-	-	-	-	-	-	dNK
gnl|extdb|AC1V0C_03470	216591.BCAL3265	1.82e-125	357.0	COG0801@1|root,COG0801@2|Bacteria,1MZH8@1224|Proteobacteria,2VSE2@28216|Betaproteobacteria,1K3AH@119060|Burkholderiaceae	28216|Betaproteobacteria	H	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	folK	-	2.7.6.3	ko:K00950	ko00790,ko01100,map00790,map01100	M00126,M00841	R03503	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	HPPK
gnl|extdb|AC1V0C_03475	216591.BCAL3264	0.0	918.0	COG0617@1|root,COG0617@2|Bacteria,1MVCS@1224|Proteobacteria,2VHY5@28216|Betaproteobacteria,1K2BR@119060|Burkholderiaceae	28216|Betaproteobacteria	H	Adds poly(A) tail to the 3' end of many RNAs, which usually targets these RNAs for decay. Plays a significant role in the global control of gene expression, through influencing the rate of transcript degradation, and in the general RNA quality control	pcnB	-	2.7.7.19	ko:K00970	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	PolyA_pol,PolyA_pol_RNAbd,PolyA_pol_arg_C
gnl|extdb|AC1V0C_03480	216591.BCAL3263	9.86e-168	468.0	COG0560@1|root,COG0560@2|Bacteria,1RA1A@1224|Proteobacteria,2VMGV@28216|Betaproteobacteria,1K0JT@119060|Burkholderiaceae	28216|Betaproteobacteria	E	HAD-superfamily hydrolase, subfamily IB (PSPase-like)	serB2	-	-	-	-	-	-	-	-	-	-	-	HAD
gnl|extdb|AC1V0C_03490	339670.Bamb_0655	3.8e-251	689.0	COG0150@1|root,COG0150@2|Bacteria,1MURG@1224|Proteobacteria,2VHJT@28216|Betaproteobacteria,1K2VU@119060|Burkholderiaceae	28216|Betaproteobacteria	F	Phosphoribosylformylglycinamidine cyclo-ligase	purM	-	6.3.3.1	ko:K01933	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04208	RC01100	ko00000,ko00001,ko00002,ko01000	-	-	-	AIRS,AIRS_C
gnl|extdb|AC1V0C_03495	292.DM42_1075	5.38e-256	705.0	COG0477@1|root,COG2814@2|Bacteria,1MVSH@1224|Proteobacteria,2VKJ3@28216|Betaproteobacteria,1KIDK@119060|Burkholderiaceae	28216|Betaproteobacteria	EGP	Sugar (and other) transporter	tetA	-	-	ko:K08151	-	M00668	-	-	ko00000,ko00002,ko01504,ko02000	2.A.1.2.38,2.A.1.2.39,2.A.1.2.4,2.A.1.2.41,2.A.1.2.68,2.A.1.2.75	-	-	MFS_1,Sugar_tr
gnl|extdb|AC1V0C_03500	292.DM42_1074	5.4e-135	384.0	COG1309@1|root,COG1309@2|Bacteria,1REPQ@1224|Proteobacteria,2VSX5@28216|Betaproteobacteria,1K9W1@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Tetracyclin repressor, C-terminal all-alpha domain	tetR	-	-	ko:K18476	-	M00668	-	-	ko00000,ko00002,ko03000	-	-	-	TetR_C,TetR_N
gnl|extdb|AC1V0C_03505	292.DM42_1073	4.96e-222	613.0	COG0324@1|root,COG0324@2|Bacteria,1MUB2@1224|Proteobacteria,2VHEP@28216|Betaproteobacteria,1K1TT@119060|Burkholderiaceae	28216|Betaproteobacteria	J	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)	miaA	-	2.5.1.75	ko:K00791	ko00908,ko01100,ko01110,map00908,map01100,map01110	-	R01122	RC02820	ko00000,ko00001,ko01000,ko01006,ko03016	-	-	-	IPPT
gnl|extdb|AC1V0C_03510	292.DM42_1072	0.0	1219.0	COG0323@1|root,COG0323@2|Bacteria,1MV61@1224|Proteobacteria,2VIBW@28216|Betaproteobacteria,1JZY0@119060|Burkholderiaceae	28216|Betaproteobacteria	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex	mutL	-	-	ko:K03572	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	DNA_mis_repair,HATPase_c_3,MutL_C
gnl|extdb|AC1V0C_03515	292.DM42_1071	1.95e-150	424.0	COG0586@1|root,COG0586@2|Bacteria,1MX4M@1224|Proteobacteria,2VJCP@28216|Betaproteobacteria,1K18A@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Pfam SNARE associated Golgi protein	dedA	-	-	ko:K03975	-	-	-	-	ko00000	-	-	-	SNARE_assoc
gnl|extdb|AC1V0C_03520	339670.Bamb_0662	4.35e-173	485.0	COG0668@1|root,COG0668@2|Bacteria,1N596@1224|Proteobacteria,2VIWA@28216|Betaproteobacteria,1JZW2@119060|Burkholderiaceae	28216|Betaproteobacteria	M	mechanosensitive ion channel	mscS	-	-	ko:K03442,ko:K16052	-	-	-	-	ko00000,ko02000	1.A.23.2,1.A.23.4	-	-	MS_channel
gnl|extdb|AC1V0C_03540	216591.BCAL3214	1.56e-67	205.0	COG0599@1|root,COG0599@2|Bacteria,1MZ80@1224|Proteobacteria,2VUJ7@28216|Betaproteobacteria,1KFQU@119060|Burkholderiaceae	28216|Betaproteobacteria	O	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	-	-	-	-	-	-	-	CMD
gnl|extdb|AC1V0C_03545	216591.BCAL3212	1.59e-94	276.0	COG4682@1|root,COG4682@2|Bacteria,1RH8F@1224|Proteobacteria,2VSWI@28216|Betaproteobacteria,1K82V@119060|Burkholderiaceae	28216|Betaproteobacteria	S	yiaA/B two helix domain	yiaA	-	-	-	-	-	-	-	-	-	-	-	YiaAB
gnl|extdb|AC1V0C_03550	339670.Bamb_0669	1.93e-226	626.0	COG1215@1|root,COG1215@2|Bacteria,1R4P3@1224|Proteobacteria,2W0RP@28216|Betaproteobacteria	28216|Betaproteobacteria	M	Glycosyltransferase like family 2	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_tranf_2_3
gnl|extdb|AC1V0C_03555	339670.Bamb_0670	8.73e-214	594.0	2CDV9@1|root,33SGY@2|Bacteria,1NTD3@1224|Proteobacteria,2W0PP@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_03560	339670.Bamb_0671	5.52e-161	452.0	29890@1|root,2ZVEN@2|Bacteria,1REKD@1224|Proteobacteria,2W22Y@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_03565	339670.Bamb_0672	6.73e-237	656.0	28K68@1|root,2Z9UR@2|Bacteria,1MUSC@1224|Proteobacteria,2W1VM@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Glycosyl transferase family 1	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_03570	339670.Bamb_0673	7.18e-117	337.0	COG0671@1|root,COG0671@2|Bacteria,1RFUF@1224|Proteobacteria,2VU3A@28216|Betaproteobacteria,1KB98@119060|Burkholderiaceae	28216|Betaproteobacteria	I	PAP2 superfamily	-	-	-	-	-	-	-	-	-	-	-	-	PAP2_3
gnl|extdb|AC1V0C_03575	339670.Bamb_0674	2.08e-198	553.0	COG3239@1|root,COG3239@2|Bacteria,1MUHK@1224|Proteobacteria,2VSCY@28216|Betaproteobacteria,1K9DB@119060|Burkholderiaceae	28216|Betaproteobacteria	I	Fatty acid desaturase	-	-	-	-	-	-	-	-	-	-	-	-	FA_desaturase
gnl|extdb|AC1V0C_03585	216591.BCAL3205	2.31e-123	357.0	COG1729@1|root,COG1729@2|Bacteria,1MUSV@1224|Proteobacteria,2VIPC@28216|Betaproteobacteria,1K2X7@119060|Burkholderiaceae	28216|Betaproteobacteria	D	Mediates coordination of peptidoglycan synthesis and outer membrane constriction during cell division	cpoB	-	-	-	-	-	-	-	-	-	-	-	TPR_6,TolA_bind_tri
gnl|extdb|AC1V0C_03590	216591.BCAL3204	6.42e-112	322.0	COG2885@1|root,COG2885@2|Bacteria,1MZTV@1224|Proteobacteria,2VSP6@28216|Betaproteobacteria,1K2YN@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Belongs to the ompA family	pal	-	-	ko:K03640	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	OmpA
gnl|extdb|AC1V0C_03595	216591.BCAL3203	4.22e-205	579.0	COG0823@1|root,COG0823@2|Bacteria,1MV09@1224|Proteobacteria,2VH9R@28216|Betaproteobacteria,1K0Y6@119060|Burkholderiaceae	28216|Betaproteobacteria	U	Involved in the TonB-independent uptake of proteins	tolB	-	-	ko:K03641	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	PD40,TolB_N
gnl|extdb|AC1V0C_03600	292.DM42_1028	2.39e-113	340.0	COG0810@1|root,COG0810@2|Bacteria,1MZ9F@1224|Proteobacteria,2VKUS@28216|Betaproteobacteria,1K227@119060|Burkholderiaceae	28216|Betaproteobacteria	M	TIGRFAM protein TolA	tolA	-	-	ko:K03646	-	-	-	-	ko00000,ko02000	2.C.1.2	-	-	TonB_2
gnl|extdb|AC1V0C_03605	216591.BCAL3201	3.2e-95	278.0	COG0848@1|root,COG0848@2|Bacteria,1RGWR@1224|Proteobacteria,2VT20@28216|Betaproteobacteria,1K862@119060|Burkholderiaceae	28216|Betaproteobacteria	U	Pfam Biopolymer transport protein ExbD TolR	tolR	-	-	ko:K03560	-	-	-	-	ko00000,ko02000	1.A.30.2.2	-	-	ExbD
gnl|extdb|AC1V0C_03610	216591.BCAL3200	1.95e-149	421.0	COG0811@1|root,COG0811@2|Bacteria,1NCWW@1224|Proteobacteria,2VJPW@28216|Betaproteobacteria,1K1BT@119060|Burkholderiaceae	28216|Betaproteobacteria	U	PFAM MotA TolQ ExbB proton channel	tolQ	-	-	ko:K03562	ko01120,map01120	-	-	-	ko00000,ko02000	1.A.30.2.2	-	-	MotA_ExbB
gnl|extdb|AC1V0C_03615	216591.BCAL3199	6.05e-108	311.0	COG0824@1|root,COG0824@2|Bacteria,1MZH6@1224|Proteobacteria,2VUEV@28216|Betaproteobacteria,1K7NF@119060|Burkholderiaceae	28216|Betaproteobacteria	S	thioesterase	ybgC	-	-	ko:K07107	-	-	-	-	ko00000,ko01000	-	-	-	4HBT
gnl|extdb|AC1V0C_03620	339670.Bamb_0682	3.65e-170	476.0	COG4221@1|root,COG4221@2|Bacteria,1MUF8@1224|Proteobacteria,2VJE8@28216|Betaproteobacteria,1K3HF@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Belongs to the short-chain dehydrogenases reductases (SDR) family	ydfG	-	1.1.1.276,1.1.1.381	ko:K05886,ko:K16066	ko00240,ko00260,ko01100,map00240,map00260,map01100	-	R09289,R10851,R10852	RC00087,RC00525,RC03288	ko00000,ko00001,ko01000	-	-	-	adh_short
gnl|extdb|AC1V0C_03625	216591.BCAL3197	4.29e-294	803.0	COG0112@1|root,COG0112@2|Bacteria,1MUIS@1224|Proteobacteria,2VJ4F@28216|Betaproteobacteria,1K0G0@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
gnl|extdb|AC1V0C_03630	216591.BCAL3196	2.04e-105	305.0	COG1327@1|root,COG1327@2|Bacteria,1RE7V@1224|Proteobacteria,2VR9P@28216|Betaproteobacteria,1K2EP@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes	nrdR	-	-	ko:K07738	-	-	-	-	ko00000,ko03000	-	-	-	ATP-cone
gnl|extdb|AC1V0C_03635	339670.Bamb_0685	6.37e-95	280.0	COG4970@1|root,COG4970@2|Bacteria,1NGHS@1224|Proteobacteria,2VXQV@28216|Betaproteobacteria,1KIC4@119060|Burkholderiaceae	28216|Betaproteobacteria	NU	Type II transport protein GspH	-	-	-	ko:K08084	-	-	-	-	ko00000,ko02044	3.A.15.2	-	-	GspH,N_methyl
gnl|extdb|AC1V0C_03640	1472716.KBK24_0124545	2.47e-07	54.3	2CHZR@1|root,33NPT@2|Bacteria,1NMIF@1224|Proteobacteria,2VYRY@28216|Betaproteobacteria,1K7XW@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	ko:K02671	-	-	-	-	ko00000,ko02035,ko02044	-	-	-	-
gnl|extdb|AC1V0C_03645	339670.Bamb_0687	1.32e-148	424.0	COG4966@1|root,COG4966@2|Bacteria,1R5TH@1224|Proteobacteria,2VVQG@28216|Betaproteobacteria,1K1TH@119060|Burkholderiaceae	28216|Betaproteobacteria	NU	type iv pilus assembly protein	pilW	-	-	ko:K02672	-	-	-	-	ko00000,ko02035,ko02044	-	-	-	N_methyl,PilW
gnl|extdb|AC1V0C_03655	339670.Bamb_0689	6.94e-65	201.0	COG4968@1|root,COG4968@2|Bacteria,1MZUI@1224|Proteobacteria,2VVCM@28216|Betaproteobacteria,1K7UZ@119060|Burkholderiaceae	28216|Betaproteobacteria	NU	Type IV minor pilin ComP, DNA uptake sequence receptor	-	-	-	ko:K02655	-	-	-	-	ko00000,ko02035,ko02044	3.A.15.2	-	-	ComP_DUS,N_methyl
gnl|extdb|AC1V0C_03660	292.DM42_1020	3.6e-91	268.0	2EHD9@1|root,33B54@2|Bacteria,1NPVE@1224|Proteobacteria,2VY7X@28216|Betaproteobacteria,1K8DN@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF3318)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3318
gnl|extdb|AC1V0C_03665	216591.BCAL3194	6.09e-79	235.0	COG5393@1|root,COG5393@2|Bacteria,1N5Q0@1224|Proteobacteria,2VV9G@28216|Betaproteobacteria,1K7WT@119060|Burkholderiaceae	28216|Betaproteobacteria	S	membrane	-	-	-	-	-	-	-	-	-	-	-	-	Phage_holin_3_6
gnl|extdb|AC1V0C_03675	216591.BCAL3192	5.73e-156	437.0	COG0450@1|root,COG0450@2|Bacteria,1MX2B@1224|Proteobacteria,2VK8F@28216|Betaproteobacteria,1JZYT@119060|Burkholderiaceae	28216|Betaproteobacteria	O	PFAM alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen	lsfA	-	-	-	-	-	-	-	-	-	-	-	1-cysPrx_C,AhpC-TSA
gnl|extdb|AC1V0C_03680	216591.BCAL3191	3.91e-289	789.0	COG1960@1|root,COG1960@2|Bacteria,1MUK0@1224|Proteobacteria,2VHDV@28216|Betaproteobacteria,1K2HY@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Dehydrogenase	gcdH	-	1.3.8.6	ko:K00252	ko00071,ko00310,ko00362,ko00380,ko01100,ko01120,ko01130,map00071,map00310,map00362,map00380,map01100,map01120,map01130	M00032	R02487,R02488,R10074	RC00052,RC00156	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
gnl|extdb|AC1V0C_03685	339670.Bamb_0695	8.27e-179	499.0	COG1414@1|root,COG1414@2|Bacteria,1NUZY@1224|Proteobacteria,2W1ZV@28216|Betaproteobacteria,1KGKY@119060|Burkholderiaceae	28216|Betaproteobacteria	K	PFAM regulatory	-	-	-	-	-	-	-	-	-	-	-	-	HTH_IclR,IclR
gnl|extdb|AC1V0C_03690	292.DM42_1014	1.71e-95	278.0	COG3791@1|root,COG3791@2|Bacteria,1RFBP@1224|Proteobacteria,2VQN8@28216|Betaproteobacteria,1KFNN@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Glutathione-dependent formaldehyde-activating enzyme	-	-	-	-	-	-	-	-	-	-	-	-	GFA
gnl|extdb|AC1V0C_03695	216591.BCAL3188	2.4e-189	526.0	COG2200@1|root,COG2200@2|Bacteria,1N18G@1224|Proteobacteria,2VUR4@28216|Betaproteobacteria,1K3E5@119060|Burkholderiaceae	28216|Betaproteobacteria	T	EAL domain protein	-	-	-	-	-	-	-	-	-	-	-	-	EAL
gnl|extdb|AC1V0C_03700	216591.BCAL3187	0.0	1082.0	COG0654@1|root,COG0654@2|Bacteria,1MUN4@1224|Proteobacteria,2VI73@28216|Betaproteobacteria,1K3XK@119060|Burkholderiaceae	28216|Betaproteobacteria	CH	PFAM monooxygenase FAD-binding	mhpA	-	1.14.13.127	ko:K05712	ko00360,ko01120,ko01220,map00360,map01120,map01220	M00545	R06786,R06787	RC00236	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3
gnl|extdb|AC1V0C_03705	216591.BCAL3186	7.55e-44	142.0	2E3JP@1|root,32YI0@2|Bacteria,1N6ZI@1224|Proteobacteria,2VWGY@28216|Betaproteobacteria,1KA6J@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2783)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2783
gnl|extdb|AC1V0C_03710	292.DM42_1010	5.03e-312	852.0	COG0477@1|root,COG2814@2|Bacteria,1MVQQ@1224|Proteobacteria,2W004@28216|Betaproteobacteria,1K00Q@119060|Burkholderiaceae	28216|Betaproteobacteria	EGP	transporter	pcaK	-	-	ko:K08195	-	-	-	-	ko00000,ko02000	2.A.1.15	-	-	MFS_1,MFS_4
gnl|extdb|AC1V0C_03715	292.DM42_1009	0.0	917.0	COG3508@1|root,COG3508@2|Bacteria,1MV9G@1224|Proteobacteria,2VJUH@28216|Betaproteobacteria,1K0PW@119060|Burkholderiaceae	28216|Betaproteobacteria	Q	Involved in the catabolism of homogentisate (2,5- dihydroxyphenylacetate or 2,5-OH-PhAc), a central intermediate in the degradation of phenylalanine and tyrosine. Catalyzes the oxidative ring cleavage of the aromatic ring of homogentisate to yield maleylacetoacetate	hmgA	-	1.13.11.5	ko:K00451	ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120	M00044	R02519	RC00737	ko00000,ko00001,ko00002,ko01000	-	-	-	HgmA
gnl|extdb|AC1V0C_03720	216591.BCAL3183	4.85e-314	855.0	COG0179@1|root,COG0179@2|Bacteria,1MW82@1224|Proteobacteria,2VJAE@28216|Betaproteobacteria,1K39G@119060|Burkholderiaceae	28216|Betaproteobacteria	Q	Fumarylacetoacetase	fahA	-	3.7.1.2	ko:K01555	ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120	M00044	R01364	RC00326,RC00446	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	FAA_hydrolase,FAA_hydrolase_N
gnl|extdb|AC1V0C_03725	216591.BCAL3182	6.29e-254	699.0	COG0477@1|root,COG2814@2|Bacteria,1R8UR@1224|Proteobacteria,2VVAT@28216|Betaproteobacteria,1K3WA@119060|Burkholderiaceae	28216|Betaproteobacteria	EGP	PFAM major facilitator superfamily MFS_1	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
gnl|extdb|AC1V0C_03730	216591.BCAL3181	2.59e-259	713.0	COG0477@1|root,COG2814@2|Bacteria,1MU9G@1224|Proteobacteria,2VITW@28216|Betaproteobacteria,1K13H@119060|Burkholderiaceae	28216|Betaproteobacteria	EGP	PFAM major facilitator superfamily MFS_1	-	-	-	ko:K19577	-	-	-	-	ko00000,ko02000	2.A.1.2.65	-	-	MFS_1
gnl|extdb|AC1V0C_03735	216591.BCAL3180	7.23e-160	449.0	COG0778@1|root,COG0778@2|Bacteria,1MZN8@1224|Proteobacteria,2VI8R@28216|Betaproteobacteria,1K1PX@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Cob(II)yrinic acid a,c-diamide reductase	bluB	-	1.13.11.79,2.1.1.107	ko:K02303,ko:K04719	ko00740,ko00860,ko01100,ko01110,ko01120,map00740,map00860,map01100,map01110,map01120	M00121	R03194,R09083	RC00003,RC00435,RC00871,RC02413	ko00000,ko00001,ko00002,ko01000	-	-	-	Nitroreductase
gnl|extdb|AC1V0C_03740	292.DM42_1004	4.65e-231	637.0	COG1052@1|root,COG1052@2|Bacteria,1MVSS@1224|Proteobacteria,2VIB3@28216|Betaproteobacteria,1K1XW@119060|Burkholderiaceae	28216|Betaproteobacteria	CH	D-isomer specific 2-hydroxyacid dehydrogenase	ldhA	-	1.1.1.28	ko:K03778	ko00620,ko01120,map00620,map01120	-	R00704	RC00044	ko00000,ko00001,ko01000	-	-	-	2-Hacid_dh,2-Hacid_dh_C
gnl|extdb|AC1V0C_03745	292.DM42_1003	2.32e-233	642.0	COG0583@1|root,COG0583@2|Bacteria,1MW16@1224|Proteobacteria,2VPNX@28216|Betaproteobacteria,1K22T@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gnl|extdb|AC1V0C_03750	292.DM42_1002	2.01e-286	783.0	COG0075@1|root,COG0075@2|Bacteria,1MWHJ@1224|Proteobacteria,2VNWB@28216|Betaproteobacteria,1K2VA@119060|Burkholderiaceae	28216|Betaproteobacteria	E	PFAM aminotransferase class V	-	-	2.6.1.44,2.6.1.45,2.6.1.51	ko:K00830	ko00250,ko00260,ko00630,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko04146,map00250,map00260,map00630,map00680,map01100,map01110,map01120,map01130,map01200,map04146	M00346,M00532	R00369,R00372,R00585,R00588	RC00006,RC00008,RC00018	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_5
gnl|extdb|AC1V0C_03755	216591.BCAL3176	1.68e-227	626.0	COG2207@1|root,COG2207@2|Bacteria,1RJPK@1224|Proteobacteria,2VQXE@28216|Betaproteobacteria,1K31Y@119060|Burkholderiaceae	28216|Betaproteobacteria	K	PFAM helix-turn-helix- domain containing protein AraC type	-	-	-	ko:K07506	-	-	-	-	ko00000,ko03000	-	-	-	HTH_18
