query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
DEGQ_CFFIHE_02734	GCF_030078435.1	Burkholderia vietnamiensis	3_large	True	5	1	1	94.3	100.0	898	0.0	NZ_CP120730.1	3314184	1	494	526625	528109
DEGQ_CFFIHE_02734	GCF_030297195.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028071.1	3958117	1	495	854112	855599
DEGQ_CFFIHE_02734	GCF_030297215.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028073.1	4060923	1	495	907307	908794
DEGQ_CFFIHE_02734	GCF_030297235.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028075.1	4050793	1	495	890740	892227
DEGQ_CFFIHE_02734	GCF_030297255.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028077.1	3937683	1	495	891871	893358
DEGQ_CFFIHE_02734	GCF_030297275.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028079.1	4035111	1	495	856187	857674
DEGQ_CFFIHE_02734	GCF_030297295.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028081.1	3997477	1	495	842206	843693
DEGQ_CFFIHE_02734	GCF_030297315.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028083.1	3937533	1	495	891852	893339
DEGQ_CFFIHE_02734	GCF_030297335.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028086.1	4104708	1	495	840078	841565
DEGQ_CFFIHE_02734	GCF_030297355.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_AP028088.1	3957973	1	495	854074	855561
DEGQ_CFFIHE_02734	GCF_030316055.1	Paraburkholderia bonniea	2_large	False	2	0	3	47.4	90.0	385	9.92e-128	NZ_CP128231.1	3124405	1	496	2342948	2344438
DEGQ_CFFIHE_02734	GCF_030316075.1	Paraburkholderia bonniea	2_large	False	2	0	3	47.4	90.0	385	9.92e-128	NZ_CP128229.1	3128458	1	496	2346995	2348485
DEGQ_CFFIHE_02734	GCF_030374675.1	Burkholderia anthina	3_large	True	4	1	1	98.8	100.0	969	0.0	NZ_CP126321.1	3584230	1	493	608672	610153
DEGQ_CFFIHE_02734	GCF_030412785.1	Paraburkholderia sabiae	4+_large	False	5	1	1	77.8	99.0	709	0.0	NZ_CP125295.1	6584006	1	502	556149	557657
DEGQ_CFFIHE_02734	GCF_030505635.1	Burkholderia glumae	2_large	False	4	1	1	86.1	100.0	797	0.0	NZ_CP130145.1	3417499	2	496	2867156	2868646
DEGQ_CFFIHE_02734	GCF_030644525.1	Burkholderia plantarii	2_large	False	5	1	1	86.5	100.0	788	0.0	NZ_CP066798.1	4199852	1	497	1656135	1657628
DEGQ_CFFIHE_02734	GCF_030848725.1	Burkholderia dolosa	3_large	True	4	1	1	92.9	100.0	882	0.0	NZ_CP132922.1	3298494	1	494	2702590	2704074
DEGQ_CFFIHE_02734	GCF_031356765.1	Paraburkholderia phenoliruptrix	2_large	False	5	1	1	79.2	99.0	742	0.0	NZ_CP119873.1	4104520	1	503	720992	722503
DEGQ_CFFIHE_02734	GCF_031585635.1	Paraburkholderia sp. FT54	4+_large	False	5	1	1	77.7	99.0	718	0.0	NZ_CP134195.1	4214684	1	507	722591	724114
DEGQ_CFFIHE_02734	GCF_032806925.1	Paraburkholderia kirstenboschensis	3_large	False	5	1	1	77.5	99.0	734	0.0	NZ_CP136513.1	4098314	1	506	2091370	2092890
DEGQ_CFFIHE_02734	GCF_033391855.2	Paraburkholderia terrae	4+_large	False	6	1	1	76.5	99.0	691	0.0	NZ_CM138824.1	3985594	1	504	3749596	3751110
DEGQ_CFFIHE_02734	GCF_033675275.1	Burkholderia thailandensis	2_large	False	4	1	1	87.0	99.0	823	0.0	NZ_QXCS01000002.1	3920696	1	495	668769	670256
DEGQ_CFFIHE_02734	GCF_033675305.1	Burkholderia thailandensis	2_large	False	4	1	1	87.0	99.0	823	0.0	NZ_QXCT01000002.1	3823994	1	495	2565067	2566554
DEGQ_CFFIHE_02734	GCF_033675325.1	Burkholderia cepacia	3_large	True	5	1	1	97.6	100.0	955	0.0	NZ_QXCU01000001.1	3848587	1	494	3383716	3385200
DEGQ_CFFIHE_02734	GCF_033870355.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP124606.1	2668693	2	495	818583	820070
DEGQ_CFFIHE_02734	GCF_033870375.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP124603.1	3558661	1	495	1383211	1384698
DEGQ_CFFIHE_02734	GCF_033870395.1	Burkholderia mallei	1_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP124604.1	5822796	1	495	3651596	3653083
DEGQ_CFFIHE_02734	GCF_033956065.1	Burkholderia mallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP124608.1	3510110	1	495	326152	327639
DEGQ_CFFIHE_02734	GCF_034047095.1	Robbsia andropogonis	3_large	False	3	1	1	65.2	99.0	660	0.0	NZ_CP139170.1	3671051	1	518	1302417	1303973
DEGQ_CFFIHE_02734	GCF_034424375.1	Paraburkholderia kururiensis	1_large	False	6	1	1	78.1	100.0	736	0.0	NZ_CP139965.1	6677280	1	497	4838973	4840466
DEGQ_CFFIHE_02734	GCF_034424545.1	Trinickia caryophylli	2_large	False	4	1	1	79.2	99.0	749	0.0	NZ_CP139970.1	4294907	1	494	2963332	2964816
DEGQ_CFFIHE_02734	GCF_035621555.1	Burkholderia thailandensis	2_large	False	4	1	1	86.8	99.0	820	0.0	NZ_CP141809.1	3804194	1	495	3093194	3094681
DEGQ_CFFIHE_02734	GCF_036352035.1	Burkholderia multivorans	3_large	True	5	1	1	92.9	100.0	872	0.0	NZ_CP143552.1	3512161	1	494	2937187	2938671
DEGQ_CFFIHE_02734	GCF_036362805.1	Burkholderia multivorans	3_large	True	5	1	1	93.1	100.0	872	0.0	NZ_CP143589.1	3363426	1	494	2792672	2794156
DEGQ_CFFIHE_02734	GCF_036837415.1	Burkholderia gladioli	2_large	False	4	1	1	84.8	100.0	780	0.0	NZ_CP045573.1	4358639	1	499	1813432	1814931
DEGQ_CFFIHE_02734	GCF_036839165.1	Burkholderia gladioli	2_large	False	4	1	1	84.8	100.0	780	0.0	NZ_CP045576.1	4358648	1	499	1007216	1008715
DEGQ_CFFIHE_02734	GCF_037055255.1	Burkholderia pyrrocinia	3_large	True	5	1	1	97.4	100.0	953	0.0	NZ_CP146376.1	3779152	1	494	2810853	2812337
DEGQ_CFFIHE_02734	GCF_037101255.1	Paraburkholderia sp. 22B1P	4+_large	False	5	1	1	76.8	99.0	704	0.0	NZ_AP028996.1	3784668	1	505	554778	556295
DEGQ_CFFIHE_02734	GCF_037101275.1	Burkholderia contaminans	3_large	True	4	1	1	99.2	100.0	969	0.0	NZ_AP029053.1	3445782	1	493	1623854	1625335
DEGQ_CFFIHE_02734	GCF_037477895.1	Mycetohabitans endofungorum	2_large	False	3	1	1	74.5	99.0	688	0.0	NZ_CP132745.1	789630	2	486	427891	429351
DEGQ_CFFIHE_02734	GCF_037477905.1	Mycetohabitans endofungorum	2_large	False	3	1	1	74.5	99.0	687	0.0	NZ_CP132742.1	768340	2	486	368252	369712
DEGQ_CFFIHE_02734	GCF_037478035.1	Mycetohabitans endofungorum	2_large	False	3	1	1	74.5	99.0	687	0.0	NZ_CP062169.1	716486	2	486	412404	413864
DEGQ_CFFIHE_02734	GCF_037478045.1	Mycetohabitans rhizoxinica	2_large	False	3	1	1	73.5	99.0	682	0.0	NZ_CP062172.1	823248	2	486	513392	514852
DEGQ_CFFIHE_02734	GCF_037478055.1	Mycetohabitans rhizoxinica	2_large	False	3	1	1	73.9	99.0	684	0.0	NZ_CP062173.1	824220	2	486	519230	520690
DEGQ_CFFIHE_02734	GCF_037478065.1	Mycetohabitans rhizoxinica	2_large	False	3	1	1	73.9	99.0	685	0.0	NZ_CP062175.1	857052	2	486	529873	531333
DEGQ_CFFIHE_02734	GCF_037478075.1	Mycetohabitans endofungorum	2_large	False	3	1	1	73.1	99.0	677	0.0	NZ_CP062179.1	763274	2	486	428789	430249
DEGQ_CFFIHE_02734	GCF_037478085.1	Mycetohabitans endofungorum	2_large	False	3	1	1	74.5	99.0	688	0.0	NZ_CP062180.1	855141	2	486	516963	518423
DEGQ_CFFIHE_02734	GCF_038050405.1	Paraburkholderia sp. IMGN_8	2_large	False	7	1	1	78.8	99.0	739	0.0	NZ_CP150900.1	4664177	1	504	707905	709419
DEGQ_CFFIHE_02734	GCF_038452255.1	Burkholderia pyrrocinia	3_large	True	5	1	1	98.0	100.0	961	0.0	NZ_CP150849.1	3727794	1	494	3114482	3115966
DEGQ_CFFIHE_02734	GCF_038723655.1	Burkholderia arboris	3_large	True	5	1	1	97.4	100.0	956	0.0	NZ_CP109821.1	3651544	1	494	3022171	3023655
DEGQ_CFFIHE_02734	GCF_038782865.1	Burkholderia ambifaria	2_large	False	4	1	1	94.5	100.0	899	0.0	NZ_CP152371.1	4682183	1	494	415713	417197
DEGQ_CFFIHE_02734	GCF_038983115.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.4	99.0	819	0.0	NZ_JAQIYQ010000001.1	3964337	1	495	3188306	3189793
DEGQ_CFFIHE_02734	GCF_038983225.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.4	99.0	819	0.0	NZ_JAQIYP010000001.1	3964321	1	495	3188290	3189777
DEGQ_CFFIHE_02734	GCF_039621805.1	Paraburkholderia sp. PREW-6R	4+_large	False	4	1	1	78.0	99.0	731	0.0	NZ_CP155073.1	3453605	1	509	2745812	2747341
DEGQ_CFFIHE_02734	GCF_039728355.1	Burkholderia cenocepacia	3_large	True	4	1	1	98.0	100.0	958	0.0	NZ_CP155787.1	3780142	1	494	3181417	3182901
DEGQ_CFFIHE_02734	GCF_039848545.1	Burkholderia stagnalis	3_large	True	6	1	1	91.3	100.0	874	0.0	NZ_CP156685.1	3664175	1	495	1144034	1145521
DEGQ_CFFIHE_02734	GCF_039852015.1	Robbsia sp. KACC 23696	3_large	False	3	1	1	65.3	100.0	646	0.0	NZ_CP156626.1	3518780	1	520	1250861	1252423
DEGQ_CFFIHE_02734	GCF_040215475.1	Burkholderia contaminans	3_large	True	5	1	1	97.8	100.0	960	0.0	NZ_CP157953.1	3637183	1	493	3628814	3630295
DEGQ_CFFIHE_02734	GCF_040314805.1	Trinickia caryophylli	2_large	False	4	1	1	79.2	99.0	749	0.0	NZ_CP131477.1	4294889	1	494	3579274	3580758
DEGQ_CFFIHE_02734	GCF_040361905.1	Paraburkholderia terrae	4+_large	False	6	1	1	76.3	99.0	690	0.0	NZ_AP029613.1	3660500	1	504	548938	550452
DEGQ_CFFIHE_02734	GCF_040735455.1	Burkholderia semiarida	3_large	True	4	1	1	98.8	100.0	969	0.0	NZ_CP136803.1	3533168	1	493	2884176	2885657
DEGQ_CFFIHE_02734	GCF_040761425.1	Burkholderia sp. Ed8	3_large	True	4	1	1	98.4	100.0	967	0.0	NZ_CP142886.1	3809753	1	493	474085	475566
DEGQ_CFFIHE_02734	GCF_041070875.1	Burkholderia cepacia	3_large	True	4	1	1	97.6	100.0	955	0.0	NZ_CP163499.1	3600495	1	494	698006	699490
DEGQ_CFFIHE_02734	GCF_041205585.2	Burkholderia cenocepacia	3_large	True	4	1	1	98.2	100.0	961	0.0	NZ_CM145221.1	3538567	1	494	2924976	2926460
DEGQ_CFFIHE_02734	GCF_042604585.1	Burkholderia gladioli	2_large	False	4	1	1	85.0	100.0	781	0.0	NZ_CP152482.1	4159160	1	499	3504657	3506156
DEGQ_CFFIHE_02734	GCF_042604595.1	Burkholderia gladioli	2_large	False	4	1	1	84.6	100.0	780	0.0	NZ_CP152478.1	4218485	1	501	3587412	3588917
DEGQ_CFFIHE_02734	GCF_043193125.1	Burkholderia ambifaria	3_large	True	4	1	1	94.7	100.0	901	0.0	NZ_CP142981.1	3564602	1	494	2928943	2930427
DEGQ_CFFIHE_02734	GCF_044057485.1	Burkholderia contaminans	3_large	True	5	1	1	97.8	100.0	960	0.0	NZ_CP172007.1	3612598	1	493	2996826	2998307
DEGQ_CFFIHE_02734	GCF_044501195.1	Burkholderia anthina	3_large	True	6	1	1	94.3	100.0	900	0.0	NZ_CP162532.1	3704100	1	494	2953819	2955303
DEGQ_CFFIHE_02734	GCF_045345775.1	Burkholderia semiarida	3_large	True	4	1	1	98.8	100.0	969	0.0	NZ_CP174276.1	3559746	1	493	2934048	2935529
DEGQ_CFFIHE_02734	GCF_045348565.1	Paraburkholderia fungorum	4+_large	False	5	1	1	79.3	99.0	739	0.0	NZ_CP157346.1	5249169	1	502	4467913	4469421
DEGQ_CFFIHE_02734	GCF_045862465.1	Burkholderia gladioli pv. gladioli	2_large	False	5	1	1	85.0	100.0	781	0.0	NZ_AP024337.1	4563288	1	499	3926758	3928257
DEGQ_CFFIHE_02734	GCF_045925845.1	Burkholderia pyrrocinia	4+_large	True	4	1	1	96.8	100.0	951	0.0	NZ_CP174521.1	3687230	1	494	3069678	3071162
DEGQ_CFFIHE_02734	GCF_046773525.1	Burkholderia cepacia	3_large	True	5	1	1	97.0	100.0	950	0.0	NZ_CP177244.1	3764863	1	494	1427209	1428693
DEGQ_CFFIHE_02734	GCF_047127275.1	Burkholderia lata	3_large	True	5	1	1	97.6	100.0	956	0.0	NZ_CP098396.1	3731061	1	494	2556059	2557543
DEGQ_CFFIHE_02734	GCF_047325075.1	Paraburkholderia phenoliruptrix	2_large	False	5	1	1	79.3	99.0	743	0.0	NZ_CP168531.1	4115846	1	502	1102147	1103655
DEGQ_CFFIHE_02734	GCF_047497155.1	Burkholderia sp. 22PA0106	2_large	False	4	1	1	83.0	100.0	748	0.0	NZ_CP163163.1	4330113	1	500	3288826	3290328
DEGQ_CFFIHE_02734	GCF_047497165.1	Burkholderia sp. 22PA0099	2_large	False	4	1	1	82.2	100.0	746	0.0	NZ_CP163165.1	4232728	1	501	917385	918890
DEGQ_CFFIHE_02734	GCF_047902435.1	Burkholderia cepacia	3_large	True	6	1	1	97.6	100.0	955	0.0	NZ_CP138378.1	3790643	1	494	3177208	3178692
DEGQ_CFFIHE_02734	GCF_048565175.1	Burkholderia gladioli	2_large	False	4	1	1	85.3	100.0	781	0.0	NZ_CP183460.1	4218311	1	497	3593495	3594988
DEGQ_CFFIHE_02734	GCF_048565265.1	Burkholderia theae	3_large	True	5	1	1	97.0	100.0	950	0.0	NZ_CP183461.1	3718748	1	494	3095208	3096692
DEGQ_CFFIHE_02734	GCF_048627025.1	Burkholderia aenigmatica	4+_large	True	5	1	1	96.4	100.0	941	0.0	NZ_CP184468.1	3646165	1	495	3003467	3004954
DEGQ_CFFIHE_02734	GCF_048688115.1	Burkholderia thailandensis	2_large	False	4	1	1	86.8	99.0	820	0.0	NZ_CP166681.1	3929948	1	495	3287542	3289029
DEGQ_CFFIHE_02734	GCF_048917655.1	Burkholderia gladioli	2_large	False	4	1	1	85.3	100.0	782	0.0	NZ_CP183166.1	4163677	1	497	3544070	3545563
DEGQ_CFFIHE_02734	GCF_048917665.1	Burkholderia gladioli	2_large	False	4	1	1	85.3	100.0	782	0.0	NZ_CP183173.1	4163896	1	497	3543617	3545110
DEGQ_CFFIHE_02734	GCF_048917685.1	Burkholderia gladioli	2_large	False	4	1	1	85.3	100.0	782	0.0	NZ_CP183177.1	4163675	1	497	3544068	3545561
DEGQ_CFFIHE_02734	GCF_049177125.1	Paraburkholderia sp. DD10	2_large	False	5	1	1	79.4	99.0	731	0.0	NZ_CP185393.1	4077509	1	500	2701797	2703299
DEGQ_CFFIHE_02734	GCF_049487195.1	Burkholderia sp. NLJ2	3_large	True	5	1	1	97.2	100.0	952	0.0	NZ_CP137808.1	3615827	1	494	2968779	2970263
DEGQ_CFFIHE_02734	GCF_049913365.1	Burkholderia ambifaria	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP184381.1	3535213	1	494	2926107	2927591
DEGQ_CFFIHE_02734	GCF_049942845.1	Burkholderia sp. R-40	3_large	True	4	1	1	94.5	100.0	899	0.0	NZ_CP187967.1	3524452	1	494	2903498	2904982
DEGQ_CFFIHE_02734	GCF_050320195.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	816	0.0	NZ_CP190013.1	4015981	1	495	2598699	2600186
DEGQ_CFFIHE_02734	GCF_050430075.1	Robbsia andropogonis	3_large	False	3	1	1	65.2	99.0	658	0.0	NZ_CP191271.1	3612886	1	518	1065400	1066956
DEGQ_CFFIHE_02734	GCF_050500075.1	Paraburkholderia tropica	4+_large	False	7	1	1	78.1	99.0	719	0.0	NZ_CP191362.1	3382895	1	503	1602481	1603992
DEGQ_CFFIHE_02734	GCF_050613125.1	Burkholderia gladioli	2_large	False	4	1	1	85.0	100.0	781	0.0	NZ_CP192536.1	4217528	1	499	3561151	3562650
DEGQ_CFFIHE_02734	GCF_050613135.1	Burkholderia cepacia	3_large	True	5	1	1	97.6	100.0	955	0.0	NZ_CP192533.1	3636339	1	494	2116144	2117628
DEGQ_CFFIHE_02734	GCF_050627075.1	Paraburkholderia fungorum	4+_large	False	5	1	1	79.3	99.0	739	0.0	NZ_CP192477.1	4729159	1	502	4304848	4306356
DEGQ_CFFIHE_02734	GCF_050627395.1	Paraburkholderia fungorum	4+_large	False	5	1	1	79.3	99.0	739	0.0	NZ_CP192495.1	4729161	1	502	1593803	1595311
DEGQ_CFFIHE_02734	GCF_050632305.1	Burkholderia contaminans	3_large	True	4	1	1	97.4	100.0	952	0.0	NZ_CP192556.1	3611118	1	494	2784814	2786298
DEGQ_CFFIHE_02734	GCF_050632315.1	Burkholderia contaminans	3_large	True	4	1	1	97.4	100.0	952	0.0	NZ_CP192545.1	3611832	1	494	706783	708267
DEGQ_CFFIHE_02734	GCF_050632325.1	Burkholderia cepacia	3_large	True	5	1	1	97.6	100.0	955	0.0	NZ_CP192560.1	3756401	1	494	3044765	3046249
DEGQ_CFFIHE_02734	GCF_050632335.1	Burkholderia contaminans	3_large	True	4	1	1	97.4	100.0	952	0.0	NZ_CP192552.1	3611822	1	494	2904228	2905712
DEGQ_CFFIHE_02734	GCF_050632345.1	Burkholderia contaminans	3_large	True	4	1	1	97.4	100.0	952	0.0	NZ_CP192563.1	3611841	1	494	799990	801474
DEGQ_CFFIHE_02734	GCF_050632355.1	Burkholderia cepacia	3_large	True	5	1	1	97.6	100.0	955	0.0	NZ_CP192549.1	3636668	1	494	2893497	2894981
DEGQ_CFFIHE_02734	GCF_050813845.1	Burkholderia sp. F1	3_large	False	6	1	1	92.5	100.0	887	0.0	NZ_CP172421.1	4012682	1	494	3390956	3392440
DEGQ_CFFIHE_02734	GCF_050858985.1	Burkholderia sp. M6-3	4+_large	False	4	1	1	77.7	99.0	731	0.0	NZ_CP110090.1	3921720	1	506	3238540	3240060
DEGQ_CFFIHE_02734	GCF_050920555.1	Burkholderia gladioli pv. alliicola	2_large	False	4	1	1	85.1	100.0	781	0.0	NZ_CP129639.1	4316582	1	497	3684853	3686346
DEGQ_CFFIHE_02734	GCF_050955445.1	Paraburkholderia sp. RHO2	2_large	False	5	0	4	37.0	53.0	167	4.71e-44	NZ_CP162617.1	5409342	1	502	1656599	1658107
DEGQ_CFFIHE_02734	GCF_050990585.1	Paraburkholderia phenoliruptrix	2_large	False	5	1	1	79.2	99.0	742	0.0	NZ_CP158825.1	3767830	1	503	3056285	3057796
DEGQ_CFFIHE_02734	GCF_050990595.1	Paraburkholderia sacchari	4+_large	False	6	1	1	79.7	99.0	724	0.0	NZ_CP158827.1	3204364	1	497	2512701	2514194
DEGQ_CFFIHE_02734	GCF_051027425.1	Paraburkholderia caffeinilytica	2_large	False	5	1	1	78.5	99.0	736	0.0	NZ_CP186552.1	4560583	1	505	3769685	3771202
DEGQ_CFFIHE_02734	GCF_051124805.1	Paraburkholderia sp. A3RO-2L	4+_large	False	7	1	1	79.9	99.0	723	0.0	NZ_CP123187.1	3235930	1	497	2579433	2580926
DEGQ_CFFIHE_02734	GCF_051125205.1	Paraburkholderia sp. A1BS-2L	4+_large	False	7	1	1	79.9	99.0	723	0.0	NZ_CP120428.1	3243926	1	497	2571602	2573095
DEGQ_CFFIHE_02734	GCF_051125215.1	Paraburkholderia sp. A3BS-1L	4+_large	False	9	1	1	79.9	99.0	723	0.0	NZ_CP120442.1	3315905	1	497	2689314	2690807
DEGQ_CFFIHE_02734	GCF_051125545.1	Paraburkholderia sp. A2RO-4L	4+_large	False	7	1	1	79.9	99.0	723	0.0	NZ_CP120434.1	3299055	1	497	2608186	2609679
DEGQ_CFFIHE_02734	GCF_051355645.1	Burkholderia lata	3_large	True	5	1	1	97.6	100.0	955	0.0	NZ_CP195707.1	3694126	1	494	3074369	3075853
DEGQ_CFFIHE_02734	GCF_051560065.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CM121435.1	4021247	1	495	893528	895015
DEGQ_CFFIHE_02734	GCF_051560085.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CM121437.1	3971785	1	495	3162573	3164060
DEGQ_CFFIHE_02734	GCF_051560105.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CM121439.1	4052639	1	495	2081092	2082579
DEGQ_CFFIHE_02734	GCF_051560125.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CM121441.1	4045573	1	495	492498	493985
DEGQ_CFFIHE_02734	GCF_051560145.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CM121443.1	4024493	1	495	3021473	3022960
DEGQ_CFFIHE_02734	GCF_051615025.1	Caballeronia sp. DA-9	3_large	False	4	1	1	74.9	99.0	707	0.0	NZ_CP195133.1	3704918	1	514	713201	714745
DEGQ_CFFIHE_02734	GCF_052222725.1	Burkholderia gladioli	2_large	False	4	1	1	84.8	100.0	780	0.0	NZ_CM125933.1	4234222	1	499	3599909	3601408
DEGQ_CFFIHE_02734	GCF_052854005.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193432.1	4058535	1	495	3896838	3898325
DEGQ_CFFIHE_02734	GCF_052854015.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193435.1	4142467	1	495	3394639	3396126
DEGQ_CFFIHE_02734	GCF_052854305.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193438.1	4063971	1	495	998226	999713
DEGQ_CFFIHE_02734	GCF_052854315.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193436.1	4263701	1	495	4058255	4059742
DEGQ_CFFIHE_02734	GCF_052854605.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	816	0.0	NZ_CP193441.1	4051624	1	495	357631	359118
DEGQ_CFFIHE_02734	GCF_052854615.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	816	0.0	NZ_CP193444.1	4051444	1	495	3534972	3536459
DEGQ_CFFIHE_02734	GCF_052854885.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	816	0.0	NZ_CP193445.1	4087561	1	495	357590	359077
DEGQ_CFFIHE_02734	GCF_052854895.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193448.1	3971349	1	495	1471710	1473197
DEGQ_CFFIHE_02734	GCF_052855305.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193450.1	4088868	1	495	2229062	2230549
DEGQ_CFFIHE_02734	GCF_052855315.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193452.1	4051722	1	495	2901095	2902582
DEGQ_CFFIHE_02734	GCF_052855605.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193453.1	4038557	1	495	2859504	2860991
DEGQ_CFFIHE_02734	GCF_052855615.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193455.1	4007748	1	495	2148876	2150363
DEGQ_CFFIHE_02734	GCF_052855985.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193458.1	4007637	1	495	2148808	2150295
DEGQ_CFFIHE_02734	GCF_052856205.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193459.1	3906615	1	495	3309026	3310513
DEGQ_CFFIHE_02734	GCF_052857015.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193462.1	3951380	1	495	2130313	2131800
DEGQ_CFFIHE_02734	GCF_052857225.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193463.1	3976171	1	495	1433511	1434998
DEGQ_CFFIHE_02734	GCF_052857935.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193466.1	4009207	1	495	3507568	3509055
DEGQ_CFFIHE_02734	GCF_052858145.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193468.1	4080232	1	495	1692456	1693943
DEGQ_CFFIHE_02734	GCF_052858685.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193470.1	4091997	1	495	2942666	2944153
DEGQ_CFFIHE_02734	GCF_052858755.1	Burkholderia pseudomallei	2_large	False	4	1	1	86.2	99.0	817	0.0	NZ_CP193471.1	4092017	1	495	981640	983127
DEGQ_CFFIHE_02734	GCF_053038975.1	Burkholderia sola	3_large	True	4	1	1	99.6	100.0	976	0.0	NZ_CP199959.1	3504123	1	493	2903733	2905214
DEGQ_CFFIHE_02734	GCF_053153985.1	Burkholderia vietnamiensis	4+_large	True	5	1	1	94.3	100.0	898	0.0	NZ_CP195304.1	3292540	1	494	2737832	2739316
DEGQ_CFFIHE_02734	GCF_053209605.1	Burkholderia sola	3_large	True	4	1	1	99.6	100.0	976	0.0	NZ_CP199985.1	3503982	1	493	2903603	2905084
DEGQ_CFFIHE_02734	GCF_053348855.1	Burkholderia metallica	3_large	True	4	1	1	97.0	100.0	949	0.0	NZ_CM130027.1	3580165	1	494	2389109	2390593
DEGQ_CFFIHE_02734	GCF_053470105.1	Burkholderia gladioli	2_large	False	4	1	1	84.8	100.0	780	0.0	NZ_CM130275.1	4292444	1	499	3619174	3620673
DEGQ_CFFIHE_02734	GCF_053470145.1	Burkholderia gladioli	2_large	False	4	1	1	84.8	100.0	780	0.0	NZ_CM130277.1	4292446	1	499	3619176	3620675
DEGQ_CFFIHE_02734	GCF_053760385.1	Caballeronia sp. KNU42	4+_large	False	4	1	1	74.3	99.0	704	0.0	NZ_CM132388.1	4237236	1	511	3688184	3689719
DEGQ_CFFIHE_02734	GCF_054073385.1	Burkholderia pyrrocinia	4+_large	True	4	1	1	96.6	100.0	951	0.0	NZ_CM133398.1	3615813	1	494	3350340	3351824
DEGQ_CFFIHE_02734	GCF_054073395.1	Burkholderia pyrrocinia	4+_large	True	4	1	1	96.6	100.0	951	0.0	NZ_CM133400.1	3667483	1	494	3225255	3226739
