query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_qstart	best_qend	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
MF6_004284_full	GCF_000260515.1	Burkholderia pseudomallei 1026b	2_large	False	9	0	4	23.494	65	766	1434	127	3.93e-27	NC_017832.1	3138747	2	1541	1270429	1275054
MF6_004284_full	GCF_000262695.1	Burkholderia sp. KJ006	3_large	True	5	0	4	21.931	67	498	1458	115	1.48e-23	NC_017920.1	3145156	1	1520	408953	413515
MF6_004284_full	GCF_000292915.1	Burkholderia cepacia GG4	2_large	False	4	0	4	24.715	50	803	1252	90.1	9.24e-16	NC_018514.1	3003666	2	1574	1117147	1121871
MF6_004284_full	GCF_000294635.1	Burkholderia pseudomallei BPC006	2_large	False	11	0	4	23.160	65	766	1434	125	1.17e-26	NC_018529.1	3153284	2	1541	1300646	1305271
MF6_004284_full	GCF_000300095.1	Paraburkholderia phenoliruptrix BR3459a	3_large	False	3	0	4	26.047	61	743	1440	124	4.23e-26	NC_018672.1	2713495	2	1198	1285063	1288659
MF6_004284_full	GCF_000385525.1	Burkholderia thailandensis MSMB121	2_large	False	10	0	4	30.281	60	820	1432	172	1.06e-40	NC_021173.1	3967794	1	1756	2408254	2413524
MF6_004284_full	GCF_000402035.1	Caballeronia insecticola	4+_large	False	0	0													
MF6_004284_full	GCF_000439695.1	Burkholderia pseudomallei MSHR305	2_large	False	11	0	4	23.373	65	766	1434	126	6.93e-27	NC_021877.1	3373917	2	1541	885398	890023
MF6_004284_full	GCF_000494855.1	Burkholderia pseudomallei NCTC 13179	2_large	False	7	0	4	23.040	65	766	1434	125	1.36e-26	NC_022658.1	3340068	2	1541	31007	35632
MF6_004284_full	GCF_000511895.1	Burkholderia pseudomallei NCTC 13178	2_large	False	11	0	4	23.160	65	766	1434	125	1.30e-26	NZ_CP004002.1	3361913	2	1541	1472964	1477589
MF6_004284_full	GCF_000511915.1	Burkholderia pseudomallei NAU20B-16	2_large	False	11	0	4	23.494	65	766	1434	127	4.10e-27	NZ_CP004004.1	3245956	2	1541	2068037	2072662
MF6_004284_full	GCF_000520895.1	Burkholderia pseudomallei MSHR511	2_large	False	11	0	4	23.494	65	766	1434	127	4.10e-27	NZ_CP004024.1	3248143	2	1541	2124924	2129549
MF6_004284_full	GCF_000521645.1	Burkholderia pseudomallei MSHR146	2_large	False	11	0	4	23.494	65	766	1434	127	4.10e-27	NZ_CP004043.1	3245118	2	1541	1106491	1111116
MF6_004284_full	GCF_000522545.2	Paraburkholderia caribensis MBA4	3_large	False	6	0	4	25.676	43	802	1456	119	1.34e-24	NZ_CP012748.1	2555069	3	1540	456733	461355
MF6_004284_full	GCF_000567905.1	Burkholderia thailandensis H0587	2_large	False	15	0	4	27.848	48	745	1115	106	1.12e-20	NZ_CP004090.1	2940942	2	1592	783312	788090
MF6_004284_full	GCF_000567925.1	Burkholderia thailandensis 2002721723	2_large	False	10	0	4	24.377	60	825	1438	95.5	2.27e-17	NZ_CP004098.1	2914718	2	1539	363420	368039
MF6_004284_full	GCF_000567945.1	Burkholderia thailandensis E444	2_large	False	10	0	4	24.377	60	825	1438	95.5	2.27e-17	NZ_CP004118.1	2852101	2	1539	1541683	1546302
MF6_004284_full	GCF_000583835.1	Burkholderia pseudomallei MSHR520	2_large	False	11	0	4	23.373	65	766	1434	126	6.93e-27	NZ_CP004369.1	3391010	2	1541	3174435	3179060
MF6_004284_full	GCF_000701165.1	Burkholderia cepacia JBK9	3_large	True	5	0	4	24.463	48	745	1477	137	3.97e-30	NZ_CP013731.1	3400736	2	1989	1502783	1508752
MF6_004284_full	GCF_000705535.2	Burkholderia seminalis	3_large	True	4	0	4	22.660	61	498	1435	116	8.29e-24	NZ_CP072520.1	3561262	1	1556	467480	472150
MF6_004284_full	GCF_000706745.1	Burkholderia thailandensis USAMRU Malaysia #20	2_large	False	10	0	4	24.377	60	825	1438	95.5	2.27e-17	NZ_CP004384.1	2821713	2	1539	2362108	2366727
MF6_004284_full	GCF_000755725.1	Burkholderia cenocepacia	3_large	True	13	0	4	23.513	62	474	1434	129	1.80e-27	NZ_CP007784.1	3209624	2	1988	1833565	1839531
MF6_004284_full	GCF_000755765.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.373	65	766	1434	126	6.93e-27	NZ_CP009210.1	3386014	2	1541	2280581	2285206
MF6_004284_full	GCF_000755785.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_CP009147.1	2325354	2	1541	2106183	2110808
MF6_004284_full	GCF_000755805.1	Burkholderia cepacia	3_large	True	8	0	4	22.881	57	785	1436	110	4.70e-22	NZ_CP007786.1	3206581	2	1440	2450762	2455084
MF6_004284_full	GCF_000755825.1	Burkholderia pseudomallei	2_large	False	10	0	4	23.494	65	766	1434	127	5.75e-27	NZ_CP009127.1	3214293	2	1541	1807062	1811687
MF6_004284_full	GCF_000755845.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_CP008710.1	2146721	2	1541	938920	943545
MF6_004284_full	GCF_000755865.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.42e-27	NZ_CP008705.1	2093560	2	1537	1228762	1233375
MF6_004284_full	GCF_000755885.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.42e-27	NZ_CP008722.1	2096906	2	1537	2084557	2089170
MF6_004284_full	GCF_000755905.1	Burkholderia pseudomallei HBPUB10303a	2_large	False	11	0	4	23.494	65	766	1434	127	3.93e-27	NZ_CP008893.1	3194122	2	1541	557022	561647
MF6_004284_full	GCF_000755925.1	Burkholderia pseudomallei HBPUB10134a	2_large	False	12	0	4	23.494	65	766	1434	127	5.75e-27	NZ_CP008912.1	3200711	2	1541	1260988	1265613
MF6_004284_full	GCF_000755945.1	Burkholderia pseudomallei MSHR5858	2_large	False	11	0	4	23.160	65	766	1434	126	9.24e-27	NZ_CP008891.1	3146583	2	1541	1351554	1356179
MF6_004284_full	GCF_000755965.1	Burkholderia pseudomallei MSHR5848	2_large	False	9	0	4	22.947	65	766	1434	127	6.05e-27	NZ_CP008910.1	3236215	2	1541	562961	567586
MF6_004284_full	GCF_000755985.1	Burkholderia oklahomensis	2_large	False	7	0	4	22.512	40	803	1365	101	3.30e-19	NZ_CP008727.1	3121665	2	1519	3106557	3111116
MF6_004284_full	GCF_000756005.1	Burkholderia multivorans	3_large	True	10	0	4	23.362	61	502	1445	138	1.87e-30	NZ_CP008729.1	2541526	2	1955	1367976	1373843
MF6_004284_full	GCF_000756025.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_CP008731.1	2321567	2	1541	1321971	1326596
MF6_004284_full	GCF_000756045.1	Paraburkholderia xenovorans LB400	3_large	False	7	0	4	27.310	60	505	1433	154	2.18e-35	NZ_CP008762.1	3363006	2	1147	1234570	1238013
MF6_004284_full	GCF_000756065.1	Burkholderia pseudomallei MSHR5855	2_large	False	9	0	4	22.947	65	766	1434	127	6.05e-27	NZ_CP008783.1	3236977	2	1541	2268617	2273242
MF6_004284_full	GCF_000756085.1	Burkholderia pseudomallei	2_large	False	9	0	4	23.494	65	766	1434	127	3.93e-27	NZ_CP008835.1	3138647	2	1541	136397	141022
MF6_004284_full	GCF_000756125.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.38e-26	NZ_CP008782.1	3100174	2	1541	1384227	1388852
MF6_004284_full	GCF_000756145.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	125	1.38e-26	NZ_CP008759.1	3102140	2	1541	2743906	2748531
MF6_004284_full	GCF_000756165.1	Burkholderia pseudomallei	2_large	False	9	0	4	23.373	65	766	1434	126	8.07e-27	NZ_CP008779.1	3008404	2	1541	940488	945113
MF6_004284_full	GCF_000756185.1	Burkholderia pseudomallei 576	2_large	False	9	0	4	23.160	65	766	1434	125	1.30e-26	NZ_CP008778.1	3244818	2	1541	2363802	2368427
MF6_004284_full	GCF_000757015.2	Burkholderia pseudomallei	2_large	False	9	0	4	23.494	65	766	1434	127	5.75e-27	NZ_CP009586.1	3225565	2	1541	520203	524828
MF6_004284_full	GCF_000757035.2	Burkholderia pseudomallei Pasteur 52237	2_large	False	15	0	4	23.494	65	766	1434	127	5.24e-27	NZ_CP009898.1	3184745	2	1541	1200807	1205432
MF6_004284_full	GCF_000762285.1	Burkholderia mallei NCTC 10247	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_CP007801.1	2351417	2	1541	1261696	1266321
MF6_004284_full	GCF_000764575.1	Burkholderia pseudomallei NAU35A-3	2_large	False	9	0	4	23.160	65	766	1434	125	1.25e-26	NZ_CP004378.1	3248948	2	1541	2150301	2154926
MF6_004284_full	GCF_000764595.1	Burkholderia thailandensis MSMB59	2_large	False	10	0	4	24.377	60	825	1438	95.5	2.27e-17	NZ_CP004386.1	2823176	2	1539	1511926	1516545
MF6_004284_full	GCF_000764955.1	Burkholderia cenocepacia	3_large	True	2	0	4	25.123	45	747	1432	121	2.67e-25	NZ_CP007780.1	2375865	2	1421	2240803	2245068
MF6_004284_full	GCF_000765375.1	Burkholderia thailandensis E254	2_large	False	10	0	4	24.377	60	825	1438	95.5	2.27e-17	NZ_CP004382.1	2870750	2	1539	2140607	2145226
MF6_004284_full	GCF_000770395.1	Burkholderia pseudomallei MSHR62	2_large	False	11	0	4	23.373	65	766	1434	126	6.37e-27	NZ_CP009234.1	3194326	2	1541	1485533	1490158
MF6_004284_full	GCF_000770455.1	Burkholderia pseudomallei B03	2_large	False	11	0	4	23.160	65	766	1434	125	1.30e-26	NZ_CP009150.1	3256009	2	1541	1138506	1143131
MF6_004284_full	GCF_000770495.1	Burkholderia pseudomallei TSV 48	2_large	False	8	0	4	23.494	65	766	1434	127	4.46e-27	NZ_CP009160.1	3227179	2	1541	2584091	2588716
MF6_004284_full	GCF_000770515.1	Burkholderia pseudomallei K42	2_large	False	11	0	4	23.160	65	766	1434	125	1.30e-26	NZ_CP009163.1	3327069	2	1541	149781	154406
MF6_004284_full	GCF_000770535.1	Burkholderia pseudomallei A79A	2_large	False	11	0	4	23.160	65	766	1434	125	1.30e-26	NZ_CP009164.1	3263576	2	1541	881957	886582
MF6_004284_full	GCF_000770565.1	Burkholderia pseudomallei	2_large	False	17	0	4	30.422	60	820	1432	184	1.19e-44	NZ_CP009157.1	4228716	1	1785	329812	335169
MF6_004284_full	GCF_000808035.2	Burkholderia thailandensis	2_large	False	10	0	4	26.241	43	766	1115	94.0	6.65e-17	NZ_CP008915.2	2966450	2	1553	887289	891950
MF6_004284_full	GCF_000828875.1	Caballeronia cordobensis	4+_large	False	0	0													
MF6_004284_full	GCF_000835205.1	Burkholderia plantarii	2_large	False	28	0	4	23.336	64	473	1459	115	1.34e-23	NZ_CP002580.1	4163767	1	1550	2421017	2425669
MF6_004284_full	GCF_000953095.1	Burkholderia pseudomallei	2_large	False	15	0	4	23.494	65	766	1434	127	5.75e-27	NZ_LK936443.1	3117372	2	1541	1256880	1261505
MF6_004284_full	GCF_000954175.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.494	65	766	1434	127	3.93e-27	NZ_CP010974.1	3039355	2	1541	1173439	1178064
MF6_004284_full	GCF_000959125.1	Burkholderia pseudomallei 1026b	2_large	False	9	0	4	23.494	65	766	1434	127	3.93e-27	NZ_CP004380.1	3145454	2	1541	1670143	1674768
MF6_004284_full	GCF_000959145.1	Burkholderia pseudomallei 406e	2_large	False	10	0	4	23.494	65	766	1434	127	5.75e-27	NZ_CP009297.1	3216446	2	1541	1329795	1334420
MF6_004284_full	GCF_000959165.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_CP009338.1	2284094	2	1541	245972	250597
MF6_004284_full	GCF_000959185.1	Burkholderia pseudomallei MSHR840	2_large	False	11	0	4	23.160	65	766	1434	125	1.46e-26	NZ_CP009473.1	3108026	2	1541	2363447	2368072
MF6_004284_full	GCF_000959205.1	Burkholderia pseudomallei MSHR491	2_large	False	7	0	4	23.373	65	766	1434	126	9.48e-27	NZ_CP009484.1	3267445	2	1541	1515675	1520300
MF6_004284_full	GCF_000959225.1	Burkholderia pseudomallei MSHR2543	2_large	False	9	0	4	23.494	65	766	1434	127	4.86e-27	NZ_CP009477.1	3205965	2	1541	1513986	1518611
MF6_004284_full	GCF_000959245.1	Burkholderia ubonensis MSMB22	3_large	False	21	0	4	23.515	45	747	1437	117	6.27e-24	NZ_CP009486.1	2722556	2	1413	1199711	1203952
MF6_004284_full	GCF_000959265.1	Burkholderia pseudomallei 7894	2_large	False	13	0	4	23.494	65	766	1434	127	5.75e-27	NZ_CP009536.1	3260260	2	1541	2246983	2251608
MF6_004284_full	GCF_000959285.1	Burkholderia pseudomallei K96243	2_large	False	11	0	4	23.160	65	766	1434	126	1.06e-26	NZ_CP009537.1	3173067	2	1541	3060908	3065533
MF6_004284_full	GCF_000959305.1	Burkholderia pseudomallei	2_large	False	8	0	4	23.160	65	766	1434	125	1.11e-26	NZ_CP009546.1	3127457	2	1541	2650851	2655476
MF6_004284_full	GCF_000959325.1	Burkholderia humptydooensis	3_large	False	7	0	4	23.312	56	792	1365	102	2.53e-19	NZ_CP009548.1	2913181	2	1536	996750	1001360
MF6_004284_full	GCF_000959345.1	Burkholderia pseudomallei PB08298010	2_large	False	13	0	4	23.494	65	766	1434	127	5.75e-27	NZ_CP009550.1	3190204	2	1541	1310058	1314683
MF6_004284_full	GCF_000959365.1	Burkholderia oklahomensis C6786	2_large	False	7	0	4	22.675	40	803	1365	103	6.51e-20	NZ_CP009556.1	3002987	2	1519	791939	796498
MF6_004284_full	GCF_000959405.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	5.71e-27	NZ_CP009588.1	2353260	2	1541	186804	191429
MF6_004284_full	GCF_000959425.1	Burkholderia thailandensis 2002721643	2_large	False	10	0	4	24.377	60	825	1438	95.5	2.27e-17	NZ_CP009602.1	2914772	2	1539	2541790	2546409
MF6_004284_full	GCF_000959445.1	Burkholderia vietnamiensis LMG 10929	3_large	True	7	1	1	87.124	91	2	1398	2445	0.0	NZ_CP009632.1	1248367	3	1404	636424	640638
MF6_004284_full	GCF_000959465.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_CP009643.1	2126012	2	1541	1561510	1566135
MF6_004284_full	GCF_000959485.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_CP009708.1	1858539	2	1541	1318368	1322993
MF6_004284_full	GCF_000959505.1	Burkholderia dolosa AU0158	3_large	True	6	0	4	23.421	67	498	1458	139	1.08e-30	NZ_CP009795.1	3406596	1	1523	2876323	2880894
MF6_004284_full	GCF_000959525.1	Burkholderia multivorans ATCC BAA-247	3_large	True	11	0	4	28.629	58	803	1288	103	1.09e-19	NZ_CP009831.1	2344193	2	1534	2062158	2066762
MF6_004284_full	GCF_000959545.1	Burkholderia ambifaria AMMD	3_large	True	4	0	4	24.535	46	747	1261	98.6	3.02e-18	NZ_CP009798.1	3556555	1	1520	1269555	1274117
MF6_004284_full	GCF_000959605.1	Burkholderia thailandensis 34	3_large	False	11	0	4	26.241	43	766	1115	95.1	2.76e-17	NZ_CP010018.1	2897757	2	1553	2746106	2750767
MF6_004284_full	GCF_000959625.1	Burkholderia mallei	2_large	False	6	0	4	23.160	65	766	1434	127	4.43e-27	NZ_CP010066.1	2237503	2	1541	1247049	1251674
MF6_004284_full	GCF_000959725.1	Burkholderia gladioli	2_large	False	4	0	4	24.213	61	498	1433	115	1.47e-23	NZ_CP009323.1	4668573	1	1545	3216555	3221192
MF6_004284_full	GCF_000960995.1	Burkholderia glumae LMG 2196 = ATCC 33617	2_large	False	19	0	4	26.150	31	831	1242	106	1.08e-20	NZ_CP009435.1	3659771	1	1596	3620353	3625143
MF6_004284_full	GCF_000961515.1	Paraburkholderia fungorum	4+_large	False	3	0	4	27.534	61	816	1437	127	3.93e-27	NZ_CP010026.1	4463161	1	1147	4007511	4010954
MF6_004284_full	GCF_000974835.2	Burkholderia cepacia	1_large	False	6	0	4	23.421	67	498	1458	139	1.08e-30	NZ_CP011301.1	6419376	1	1523	4106120	4110691
MF6_004284_full	GCF_001028665.1	Burkholderia pyrrocinia	3_large	True	10	0	4	23.181	42	785	1433	121	2.27e-25	NZ_CP011504.1	3214754	2	1439	1804869	1809188
MF6_004284_full	GCF_001029145.1	Burkholderia contaminans	3_large	True	30	0	4	22.797	66	510	1436	112	1.11e-22	NZ_CP009743.1	3522585	1	1533	60253	64854
MF6_004284_full	GCF_001277875.1	Burkholderia pseudomallei	2_large	False	12	0	4	23.494	65	766	1434	128	2.23e-27	NZ_CP012516.1	3228004	2	1541	1304854	1309479
MF6_004284_full	GCF_001277895.1	Burkholderia pseudomallei	2_large	False	12	0	4	23.494	65	766	1434	128	2.23e-27	NZ_CP012518.1	3227965	2	1541	1304858	1309483
MF6_004284_full	GCF_001277975.1	Burkholderia pseudomallei	2_large	False	11	0	4	23.160	65	766	1434	126	9.24e-27	NZ_CP012577.1	3156645	2	1541	2715212	2719837
MF6_004284_full	GCF_001293045.1	Burkholderia sp. HB1	2_large	False	0	0													
MF6_004284_full	GCF_001318245.1	Burkholderia pseudomallei	2_large	False	12	0	4	23.160	65	766	1434	125	1.45e-26	NZ_CP012042.1	3147816	2	1541	2967070	2971695
MF6_004284_full	GCF_001411495.1	Burkholderia cepacia ATCC 25416	3_large	True	6	0	4	25.865	50	746	1291	120	6.95e-25	NZ_CP012982.1	3408190	2	1579	3220192	3224931
MF6_004284_full	GCF_001411805.1	Burkholderia plantarii	2_large	False	31	0	4	24.371	60	799	1434	110	7.59e-22	NZ_CP007212.1	4140040	1	1561	1731241	1735926
MF6_004284_full	GCF_001449005.1	Paraburkholderia caribensis	4+_large	False	3	0	4	26.715	50	756	1276	129	1.48e-27	NZ_CP013103.1	2890272	2	1675	2705810	2710837
MF6_004284_full	GCF_001484665.1	Burkholderia cenocepacia	3_large	True	7	0	4	23.456	62	477	1437	135	2.01e-29	NZ_CP011917.1	3822749	1	1985	3057984	3063941
MF6_004284_full	GCF_001513745.1	Burkholderia humptydooensis	3_large	False	7	0	4	23.312	56	792	1365	102	2.53e-19	NZ_CP013382.1	2913543	2	1536	2710736	2715346
MF6_004284_full	GCF_001522105.2	Burkholderia oklahomensis EO147	2_large	False	7	0	4	22.512	40	803	1365	101	3.30e-19	NZ_CP013356.1	3126684	2	1519	243117	247676
MF6_004284_full	GCF_001522135.2	Burkholderia oklahomensis C6786	2_large	False	7	0	4	22.675	40	803	1365	103	6.51e-20	NZ_CP013359.1	3003039	2	1519	263795	268354
MF6_004284_full	GCF_001522585.2	Burkholderia sp. NRF60-BP8	3_large	True	2	0	4	23.690	47	718	1437	108	1.58e-21	NZ_CP013372.1	2801147	2	1498	2136116	2140612
MF6_004284_full	GCF_001522635.2	Burkholderia mayonis	2_large	False	6	0	4	24.282	44	754	1433	126	7.12e-27	NZ_CP013389.1	4439942	1	1481	1446839	1451284
MF6_004284_full	GCF_001523745.2	Burkholderia mayonis	2_large	False	0	0													
MF6_004284_full	GCF_001523915.2	Burkholderia sp. LA-2-3-30-S1-D2	3_large	True	35	0	4	23.724	60	811	1432	109	1.03e-21	NZ_CP013384.1	3445340	1	1415	1003132	1007379
MF6_004284_full	GCF_001524445.2	Burkholderia savannae	3_large	False	6	0	4	25.153	40	756	1241	100	5.70e-19	NZ_CP013418.1	2824254	2	1511	2467424	2471959
MF6_004284_full	GCF_001524625.2	Burkholderia savannae	2_large	False	7	0	4	25.153	56	756	1241	96.3	1.20e-17	NZ_CP013425.1	2934072	2	1509	2534237	2538766
MF6_004284_full	GCF_001524645.2	Burkholderia sp. MSMB0856	3_large	True	9	0	4	22.636	64	486	1459	111	2.63e-22	NZ_CP013427.1	3467548	1	1545	389917	394554
MF6_004284_full	GCF_001532025.2	Burkholderia sp. MSMB617WGS	2_large	False	5	0	4	23.366	36	802	1297	96.7	1.12e-17	NZ_CP013457.1	4081657	1	1483	1501411	1505862
MF6_004284_full	GCF_001557535.2	Burkholderia sp. PAMC 26561	4+_large	False	1	0	4	26.022	66	510	1524	176	6.99e-42	NZ_CP014311.1	184640	7	1851	102459	108014
MF6_004284_full	GCF_001577465.1	Burkholderia sp. PAMC 28687	3_large	False	2	0	4	24.190	60	515	1438	101	3.74e-19	NZ_CP014505.1	3260450	1	1981	255425	261370
MF6_004284_full	GCF_001606115.1	Burkholderia cenocepacia	3_large	True	17	0	4	24.311	46	752	1436	123	5.51e-26	NZ_CP015034.1	3107451	2	1515	510740	515287
MF6_004284_full	GCF_001606135.1	Burkholderia cenocepacia	2_large	True	8	0	4	22.881	57	785	1436	111	3.87e-22	NZ_CP015036.1	7459003	1	1440	1772201	1776523
MF6_004284_full	GCF_001611015.1	Paraburkholderia caribensis	3_large	False	5	0	4	26.534	54	756	1276	126	8.61e-27	NZ_CP013348.1	3049409	2	1656	1651967	1656937
MF6_004284_full	GCF_001634365.1	Paraburkholderia phytofirmans OLGA172	2_large	False	2	0	4	27.413	13	822	1023	62.0	3.09e-07	NZ_CP014578.1	4646070	1	789	3837570	3839939
MF6_004284_full	GCF_001695715.1	Burkholderia pseudomallei	2_large	False	13	0	4	23.494	65	766	1434	127	5.38e-27	NZ_CP016639.1	3256300	2	1541	2692406	2697031
MF6_004284_full	GCF_001695735.1	Burkholderia pseudomallei	2_large	False	13	0	4	23.494	65	766	1434	127	5.38e-27	NZ_CP016637.1	3254339	2	1541	2691114	2695739
MF6_004284_full	GCF_001718295.1	Burkholderia thailandensis	2_large	False	10	0	4	26.241	43	766	1115	94.0	6.65e-17	NZ_CP013361.1	2966282	2	1553	1258901	1263562
