accession	contig	size_rank	length	cds	ribosomal_proteins	core_markers	n_core_markers	replicon_type
GCF_024664235.1	NZ_CP100292.1	2	2728074	2195	1		0	secondary_large
GCF_024664235.1	NZ_CP100293.1	3	177826	179	0		0	small_plasmid
GCF_024664235.1	NZ_CP100294.1	4	152564	150	0		0	small_plasmid
GCF_024664235.1	NZ_CP100295.1	5	141006	141	0		0	small_plasmid
GCF_024664255.1	NZ_CP100296.1	1	3775023	3427	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_024664255.1	NZ_CP100297.1	2	2840330	2338	1		0	secondary_large
GCF_024664255.1	NZ_CP100298.1	3	269922	265	0		0	small_plasmid
GCF_024664255.1	NZ_CP100299.1	4	128912	119	0		0	small_plasmid
GCF_024664275.1	NZ_CP100300.1	1	6490471	5580	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_024664275.1	NZ_CP100301.1	2	197403	173	0		0	small_plasmid
GCF_024664275.1	NZ_CP100302.1	3	141000	120	0		0	small_plasmid
GCF_024664275.1	NZ_CP100303.1	4	132942	125	0		0	small_plasmid
GCF_024664275.1	NZ_CP100304.1	5	80567	86	0		0	small_plasmid
GCF_024730645.1	NZ_CP078070.1	1	3561162	3255	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_024730645.1	NZ_CP078071.1	2	3022085	2677	1		0	secondary_large
GCF_024730645.1	NZ_CP078072.1	3	960211	837	1		0	secondary_large
GCF_024732225.1	NZ_CP091307.1	1	3713209	3350	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_024732225.1	NZ_CP091308.1	2	3026422	2696	2		0	secondary_large
GCF_024732225.1	NZ_CP091309.1	3	880277	724	0		0	secondary_large
GCF_024760585.1	NZ_CP033656.1	1	4105390	3486	45	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_024760585.1	NZ_CP033657.1	2	2248089	1945	7		0	secondary_large
GCF_024760585.1	NZ_CP033655.1	3	221577	180	0		0	small_plasmid
GCF_024760585.1	NZ_CP033658.1	4	136971	141	0		0	small_plasmid
GCF_024760585.1	NZ_CP033659.1	5	120855	120	0		0	small_plasmid
GCF_024760605.1	NZ_CP033664.1	1	3742794	3373	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_024760605.1	NZ_CP033665.1	2	2880619	2350	1		0	secondary_large
GCF_024760605.1	NZ_CP033661.1	3	161144	151	0		0	small_plasmid
GCF_024760605.1	NZ_CP033663.1	4	153086	155	0		0	small_plasmid
GCF_024760605.1	NZ_CP033660.1	5	136971	118	0		0	small_plasmid
GCF_024760605.1	NZ_CP033662.1	6	128913	126	0		0	small_plasmid
GCF_024760625.1	NZ_CP033666.1	1	3815313	3473	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_024760625.1	NZ_CP033667.1	2	2787956	2265	1		0	secondary_large
GCF_024760625.1	NZ_CP033668.1	3	181288	184	0		0	small_plasmid
GCF_024760625.1	NZ_CP033669.1	4	128913	141	0		0	small_plasmid
GCF_024760625.1	NZ_CP033670.1	5	100711	99	0		0	small_plasmid
GCF_024760645.1	NZ_CP033672.1	1	6450182	5526	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_024760645.1	NZ_CP033673.1	2	197403	173	0		0	small_plasmid
GCF_024760645.1	NZ_CP033671.1	3	141000	120	0		0	small_plasmid
GCF_024760645.1	NZ_CP033674.1	4	132942	125	0		0	small_plasmid
GCF_024760645.1	NZ_CP033675.1	5	80567	86	0		0	small_plasmid
GCF_025244785.1	NZ_CP104214.1	1	4167159	3625	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_025244785.1	NZ_CP104215.1	2	3932966	3163	2		0	secondary_large
GCF_025244785.1	NZ_CP104217.1	3	145919	142	0	ftsZ	1	small_plasmid
GCF_025244785.1	NZ_CP104216.1	4	41653	58	0		0	small_plasmid
GCF_025560745.1	NZ_CP090483.1	1	3696988	3336	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_025560745.1	NZ_CP090484.1	2	3361469	2917	2		0	secondary_large
GCF_025560745.1	NZ_CP090482.1	3	1195610	981	0		0	secondary_large
GCF_025643495.1	NZ_CP102458.1	1	3495006	3282	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_025643495.1	NZ_CP102459.1	2	2259977	1936	1		0	secondary_large
GCF_025643495.1	NZ_CP102460.1	3	559470	494	1		0	secondary_large
GCF_025643495.1	NZ_CP102461.1	4	140865	143	0		0	small_plasmid
GCF_025643515.1	NZ_CP102462.1	1	3846952	3523	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_025643515.1	NZ_CP102463.1	2	3158005	2802	1		0	secondary_large
GCF_025643515.1	NZ_CP102464.1	3	1349539	1135	0		0	secondary_large
GCF_025643515.1	NZ_CP102465.1	4	240894	251	0		0	small_plasmid
GCF_025643515.1	NZ_CP102466.1	5	70795	86	0		0	small_plasmid
GCF_025643555.1	NZ_CP102472.1	1	3417441	3125	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_025643555.1	NZ_CP102473.1	2	2341839	1993	1		0	secondary_large
GCF_025643555.1	NZ_CP102474.1	3	549107	478	1		0	secondary_large
GCF_025643575.1	NZ_CP102475.1	1	3777894	3517	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_025643575.1	NZ_CP102476.1	2	3216338	2892	1		0	secondary_large
GCF_025643575.1	NZ_CP102477.1	3	882513	787	1		0	secondary_large
GCF_025643575.1	NZ_CP102478.1	4	94494	99	0		0	small_plasmid
GCF_026315005.1	NZ_CP111136.1	1	4070995	3464	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026315005.1	NZ_CP111137.1	2	2968889	2318	1		0	secondary_large
GCF_026315025.1	NZ_CP111139.1	1	4018017	3433	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026315025.1	NZ_CP111138.1	2	3008591	2364	1		0	secondary_large
GCF_026315045.1	NZ_CP111141.1	1	4018161	3424	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026315045.1	NZ_CP111140.1	2	3008419	2356	1		0	secondary_large
GCF_026651625.1	NZ_CP031452.1	1	4282277	3760	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026651625.1	NZ_CP031454.1	2	3986150	3200	2		0	secondary_large
GCF_026651625.1	NZ_CP031451.1	3	191503	172	0	ftsZ	1	small_plasmid
GCF_026651625.1	NZ_CP031453.1	4	101882	102	0		0	small_plasmid
GCF_026651975.1	NZ_CP033641.1	1	3912007	3626	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026651975.1	NZ_CP033642.1	2	2844361	2280	1		0	secondary_large
GCF_026651975.1	NZ_CP033638.1	3	141001	119	0		0	small_plasmid
GCF_026651975.1	NZ_CP033639.1	4	141001	139	0		0	small_plasmid
GCF_026651975.1	NZ_CP033637.1	5	132944	139	0		0	small_plasmid
GCF_026651975.1	NZ_CP033640.1	6	128915	125	0		0	small_plasmid
GCF_026651995.1	NZ_CP033645.1	1	3912007	3624	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026651995.1	NZ_CP033643.1	2	2848390	2282	1		0	secondary_large
GCF_026651995.1	NZ_CP033644.1	3	141001	119	0		0	small_plasmid
GCF_026651995.1	NZ_CP033646.1	4	141001	139	0		0	small_plasmid
GCF_026651995.1	NZ_CP033648.1	5	132944	139	0		0	small_plasmid
GCF_026651995.1	NZ_CP033647.1	6	128915	125	0		0	small_plasmid
GCF_026652015.1	NZ_CP033653.1	1	3912007	3625	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026652015.1	NZ_CP033654.1	2	2836304	2273	1		0	secondary_large
GCF_026652015.1	NZ_CP033650.1	3	141001	119	0		0	small_plasmid
GCF_026652015.1	NZ_CP033651.1	4	141001	139	0		0	small_plasmid
GCF_026652015.1	NZ_CP033649.1	5	132944	139	0		0	small_plasmid
GCF_026652015.1	NZ_CP033652.1	6	128915	125	0		0	small_plasmid
GCF_026683835.2	NZ_CP113272.2	1	3490225	3131	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026683835.2	NZ_CP113271.2	2	2696226	2366	1		0	secondary_large
GCF_026683835.2	NZ_CP113270.2	3	1200316	974	1		0	secondary_large
GCF_026683855.2	NZ_CP113278.2	1	3556328	3211	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026683855.2	NZ_CP113277.2	2	2647171	2332	1		0	secondary_large
GCF_026683855.2	NZ_CP113276.2	3	1279812	1018	1		0	secondary_large
GCF_026683875.2	NZ_CP113275.2	1	3555659	3206	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026683875.2	NZ_CP113274.2	2	2647092	2330	1		0	secondary_large
GCF_026683875.2	NZ_CP113273.2	3	1279819	1016	1		0	secondary_large
GCF_026958255.1	NZ_CP092843.1	1	3495354	3113	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_026958255.1	NZ_CP092844.1	2	2728612	2408	1		0	secondary_large
GCF_026958255.1	NZ_CP092845.1	3	1179612	955	1		0	secondary_large
GCF_028201395.1	NZ_CP116403.1	1	3880899	3275	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_028201395.1	NZ_CP116404.1	2	3117834	2467	1		0	secondary_large
GCF_028462305.2	NZ_CP159409.1	1	3708767	3393	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_028462305.2	NZ_CP159410.1	2	3460727	3057	1		0	secondary_large
GCF_028462305.2	NZ_CP159411.1	3	1229589	1062	1		0	secondary_large
GCF_028473685.1	NZ_CP099394.1	1	4704593	4155	50	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_028473685.1	NZ_CP099395.1	2	3466942	2966	0		0	secondary_large
GCF_028657905.1	NZ_CP117782.1	1	3899588	3437	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_028657905.1	NZ_CP117781.1	2	3002736	2528	1		0	secondary_large
GCF_028657905.1	NZ_CP117780.1	3	591164	396	0		0	secondary_large
GCF_028657905.1	NZ_CP117779.1	4	238570	223	0		0	small_plasmid
GCF_029536165.1	NZ_CP120508.1	1	3926784	3442	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_029536165.1	NZ_CP120509.1	2	3100484	2686	2		0	secondary_large
GCF_029590335.1	NZ_CP120947.1	1	3799460	3437	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_029590335.1	NZ_CP120948.1	2	3244835	2862	1		0	secondary_large
GCF_029590335.1	NZ_CP120949.1	3	1529354	1309	0		0	secondary_large
GCF_029590335.1	NZ_CP120950.1	4	95791	122	0		0	small_plasmid
GCF_029590335.1	NZ_CP120951.1	5	70779	85	0		0	small_plasmid
GCF_029590335.1	NZ_CP120952.1	6	49756	55	0		0	small_plasmid
GCF_029633645.1	NZ_CP090632.1	1	3531688	3215	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_029633645.1	NZ_CP090633.1	2	3330511	2970	1		0	secondary_large
GCF_029633645.1	NZ_CP090634.1	3	1352714	1133	0		0	secondary_large
GCF_029633805.1	NZ_CP090635.1	1	3730746	3490	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_029633805.1	NZ_CP090636.1	2	3207179	2843	1		0	secondary_large
GCF_029633805.1	NZ_CP090637.1	3	1577351	1376	0		0	secondary_large
GCF_029633805.1	NZ_CP090638.1	4	198595	215	0		0	small_plasmid
GCF_029633805.1	NZ_CP090639.1	5	149535	154	0		0	small_plasmid
GCF_029633825.1	NZ_CP090640.1	1	3816246	3492	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_029633825.1	NZ_CP090641.1	2	3261244	2901	1		0	secondary_large
GCF_029633825.1	NZ_CP090642.1	3	1528525	1322	0		0	secondary_large
GCF_029633825.1	NZ_CP090643.1	4	391552	440	0		0	secondary_large
GCF_029633825.1	NZ_CP090644.1	5	199797	218	0		0	small_plasmid
GCF_029633825.1	NZ_CP090645.1	6	162811	178	0		0	small_plasmid
GCF_029633825.1	NZ_CP090646.1	7	76682	106	0		0	small_plasmid
GCF_029910195.1	NZ_CP110391.1	1	4252710	3888	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_029910195.1	NZ_CP110392.1	2	2467808	2178	1		0	secondary_large
GCF_029910195.1	NZ_CP110393.1	3	1343392	1172	1		0	secondary_large
GCF_029910195.1	NZ_CP110394.1	4	985706	821	0		0	secondary_large
GCF_029910215.1	NZ_CP110395.1	1	4485038	3849	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_029910215.1	NZ_CP110396.1	2	3338875	2949	1		0	secondary_large
GCF_029910215.1	NZ_CP110397.1	3	501257	478	0		0	secondary_large
GCF_029962485.1	NZ_CP073637.1	1	3544176	3213	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_029962485.1	NZ_CP073638.1	2	3267341	2890	2		0	secondary_large
GCF_029962485.1	NZ_CP073639.1	3	892866	761	0		0	secondary_large
GCF_030078435.1	NZ_CP120730.1	1	3314184	3009	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030078435.1	NZ_CP120731.1	2	2219983	1879	1		0	secondary_large
GCF_030078435.1	NZ_CP120732.1	3	1205005	1019	0		0	secondary_large
GCF_030297195.1	NZ_AP028071.1	1	3958117	3385	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297195.1	NZ_AP028072.1	2	3144273	2411	1		0	secondary_large
GCF_030297215.1	NZ_AP028073.1	1	4060923	3483	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297215.1	NZ_AP028074.1	2	3138372	2426	1		0	secondary_large
GCF_030297235.1	NZ_AP028075.1	1	4050793	3482	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297235.1	NZ_AP028076.1	2	3198670	2515	1		0	secondary_large
GCF_030297255.1	NZ_AP028077.1	1	3937683	3348	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297255.1	NZ_AP028078.1	2	3143428	2404	1		0	secondary_large
GCF_030297275.1	NZ_AP028079.1	1	4035111	3453	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297275.1	NZ_AP028080.1	2	3099277	2379	1		0	secondary_large
GCF_030297295.1	NZ_AP028081.1	1	3997477	3452	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297295.1	NZ_AP028082.1	2	3175930	2462	1		0	secondary_large
GCF_030297315.1	NZ_AP028083.1	1	3937533	3355	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297315.1	NZ_AP028084.1	2	3143756	2415	1		0	secondary_large
GCF_030297315.1	NZ_AP028085.1	3	24809	24	0		0	small_plasmid
GCF_030297335.1	NZ_AP028086.1	1	4104708	3577	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297335.1	NZ_AP028087.1	2	3171481	2459	1		0	secondary_large
GCF_030297355.1	NZ_AP028088.1	1	3957973	3392	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030297355.1	NZ_AP028089.1	2	3144827	2421	1		0	secondary_large
GCF_030316055.1	NZ_CP128231.1	1	3124405	2710	49	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030316055.1	NZ_CP128232.1	2	884979	717	1	gyrB	1	secondary_large
GCF_030316075.1	NZ_CP128229.1	1	3128458	2712	49	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030316075.1	NZ_CP128230.1	2	884982	715	1	gyrB	1	secondary_large
GCF_030374675.1	NZ_CP126321.1	1	3584230	3270	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030374675.1	NZ_CP126320.1	2	3002478	2632	1		0	secondary_large
GCF_030374675.1	NZ_CP126322.1	3	1022242	873	1		0	secondary_large
GCF_030374675.1	NZ_CP126319.1	4	234054	230	0		0	small_plasmid
GCF_030412785.1	NZ_CP125295.1	1	6584006	5858	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_030412785.1	NZ_CP125296.1	2	2309677	2009	0		0	secondary_large
GCF_030412785.1	NZ_CP125297.1	3	615744	560	0		0	secondary_large
GCF_030412785.1	NZ_CP125298.1	4	399867	403	0		0	secondary_large
GCF_030505635.1	NZ_CP130146.1	1	3855283	3180	1		0	secondary_large
GCF_030505635.1	NZ_CP130145.1	2	3417499	3043	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030505635.1	NZ_CP130147.1	3	123248	125	0		0	small_plasmid
GCF_030505635.1	NZ_CP130149.1	4	88744	76	0		0	small_plasmid
GCF_030505635.1	NZ_CP130150.1	5	53064	51	0		0	small_plasmid
GCF_030505635.1	NZ_CP130148.1	6	46628	43	0		0	small_plasmid
GCF_030644525.1	NZ_CP066798.1	1	4199852	3662	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030644525.1	NZ_CP066799.1	2	3731345	3036	2	ftsZ	1	secondary_large
GCF_030644525.1	NZ_CP066800.1	3	193773	168	0		0	small_plasmid
GCF_030848725.1	NZ_CP132922.1	1	3298494	2976	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_030848725.1	NZ_CP132923.1	2	2211974	1884	1		0	secondary_large
GCF_030848725.1	NZ_CP132924.1	3	828162	689	0		0	secondary_large
GCF_030848725.1	NZ_CP132925.1	4	167591	165	0		0	small_plasmid
GCF_031356765.1	NZ_CP119873.1	1	4104520	3609	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_031356765.1	NZ_CP119874.1	2	3258072	2853	1		0	secondary_large
GCF_031585635.1	NZ_CP134195.1	1	4214684	3812	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_031585635.1	NZ_CP134196.1	2	2949897	2673	1		0	secondary_large
GCF_031585635.1	NZ_CP134197.1	3	936489	834	0		0	secondary_large
GCF_031585635.1	NZ_CP134198.1	4	514023	493	0		0	secondary_large
GCF_031585635.1	NZ_CP134199.1	5	30440	37	0		0	small_plasmid
GCF_032806925.1	NZ_CP136513.1	1	4098314	3667	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_032806925.1	NZ_CP136512.1	2	3052929	2839	1		0	secondary_large
GCF_032806925.1	NZ_CP136511.1	3	1798776	1789	0		0	secondary_large
GCF_033391855.2	NZ_CM138824.1	1	3985594	3498	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_033391855.2	NZ_CM138822.1	2	3201017	2891	2		0	secondary_large
GCF_033391855.2	NZ_CM138823.1	3	2163235	1950	0		0	secondary_large
GCF_033391855.2	NZ_CM138825.1	4	1096568	1001	0		0	secondary_large
GCF_033675275.1	NZ_QXCS01000002.1	1	3920696	3491	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_033675275.1	NZ_QXCS01000001.1	2	3095076	2542	1	ftsZ	1	secondary_large
GCF_033675305.1	NZ_QXCT01000002.1	1	3823994	3408	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_033675305.1	NZ_QXCT01000001.1	2	3018887	2480	1		0	secondary_large
GCF_033675325.1	NZ_QXCU01000001.1	1	3848587	3544	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_033675325.1	NZ_QXCU01000002.1	2	3329779	2967	1		0	secondary_large
GCF_033675325.1	NZ_QXCU01000004.1	3	1312533	1136	1		0	secondary_large
GCF_033675325.1	NZ_QXCU01000003.1	4	212569	220	0		0	small_plasmid
GCF_033870355.1	NZ_CP124605.1	1	3152963	2675	9	dnaA;dnaN;gyrB	3	secondary_large
GCF_033870355.1	NZ_CP124606.1	2	2668693	2299	44	ftsZ;recA;rpoB;rpoC	4	chromosome1
GCF_033870375.1	NZ_CP124603.1	1	3558661	3128	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_033870375.1	NZ_CP124602.1	2	2196737	1787	1		0	secondary_large
GCF_033870395.1	NZ_CP124604.1	1	5822796	4972	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_033956065.1	NZ_CP124608.1	1	3510110	3093	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_033956065.1	NZ_CP124607.1	2	2324638	1892	1		0	secondary_large
GCF_034047095.1	NZ_CP139170.1	1	3671051	3198	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_034047095.1	NZ_CP139166.1	2	1375786	1167	0		0	secondary_large
GCF_034047095.1	NZ_CP139164.1	3	1063849	962	0		0	secondary_large
GCF_034047095.1	NZ_CP139169.1	4	210877	208	0		0	small_plasmid
GCF_034047095.1	NZ_CP139168.1	5	206007	188	0		0	small_plasmid
GCF_034047095.1	NZ_CP139167.1	6	176508	173	0		0	small_plasmid
GCF_034047095.1	NZ_CP139165.1	7	124042	130	0		0	small_plasmid
GCF_034424375.1	NZ_CP139965.1	1	6677280	5853	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_034424375.1	NZ_CP139966.1	2	34429	36	0		0	small_plasmid
GCF_034424545.1	NZ_CP139970.1	1	4294907	3815	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_034424545.1	NZ_CP139971.1	2	2294374	1969	2		0	secondary_large
GCF_035621555.1	NZ_CP141809.1	1	3804194	3313	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_035621555.1	NZ_CP141810.1	2	2860001	2320	1		0	secondary_large
GCF_035621555.1	NZ_CP141811.1	3	215545	178	0		0	small_plasmid
GCF_036352035.1	NZ_CP143552.1	1	3512161	3200	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_036352035.1	NZ_CP143551.1	2	2436595	2090	1		0	secondary_large
GCF_036352035.1	NZ_CP143553.1	3	744397	655	1		0	secondary_large
GCF_036362805.1	NZ_CP143589.1	1	3363426	3059	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_036362805.1	NZ_CP143590.1	2	2296428	1982	1		0	secondary_large
GCF_036362805.1	NZ_CP143591.1	3	553665	473	1		0	secondary_large
GCF_036837415.1	NZ_CP045573.1	1	4358639	3871	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_036837415.1	NZ_CP045574.1	2	3979285	3188	2	ftsZ	1	secondary_large
GCF_036837415.1	NZ_CP045575.1	3	281218	228	0	ftsZ	1	small_plasmid
GCF_036839165.1	NZ_CP045576.1	1	4358648	3873	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_036839165.1	NZ_CP045577.1	2	3979224	3188	2	ftsZ	1	secondary_large
GCF_036839165.1	NZ_CP045578.1	3	286720	229	0	ftsZ	1	small_plasmid
GCF_037055255.1	NZ_CP146376.1	1	3779152	3418	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037055255.1	NZ_CP146377.1	2	3596266	3188	2		0	secondary_large
GCF_037055255.1	NZ_CP146378.1	3	1309808	1109	0		0	secondary_large
GCF_037101255.1	NZ_AP028996.1	1	3784668	3332	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037101255.1	NZ_AP028997.1	2	3049510	2689	1		0	secondary_large
GCF_037101255.1	NZ_AP028998.1	3	2481578	2212	0		0	secondary_large
GCF_037101255.1	NZ_AP028999.1	4	607234	578	0		0	secondary_large
GCF_037101275.1	NZ_AP029053.1	1	3445782	3107	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037101275.1	NZ_AP029052.1	2	3017943	2691	1		0	secondary_large
GCF_037101275.1	NZ_AP029051.1	3	1149504	993	1		0	secondary_large
GCF_037477895.1	NZ_CP132744.1	1	2760408	2389	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037477895.1	NZ_CP132745.1	2	789630	618	0		0	secondary_large
GCF_037477905.1	NZ_CP132741.1	1	2674176	2379	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037477905.1	NZ_CP132742.1	2	768340	650	0		0	secondary_large
GCF_037477905.1	NZ_CP132743.1	3	201412	222	0		0	small_plasmid
GCF_037478035.1	NZ_CP062168.1	1	2736534	2380	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037478035.1	NZ_CP062169.1	2	716486	597	0		0	secondary_large
GCF_037478035.1	NZ_CP062170.1	3	157237	182	0		0	small_plasmid
GCF_037478045.1	NZ_CP062171.1	1	2710688	2417	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037478045.1	NZ_CP062172.1	2	823248	647	0		0	secondary_large
GCF_037478055.1	NZ_CP062174.1	1	2646852	2411	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037478055.1	NZ_CP062173.1	2	824220	655	0		0	secondary_large
GCF_037478065.1	NZ_CP062176.1	1	2776699	2518	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037478065.1	NZ_CP062175.1	2	857052	643	0		0	secondary_large
GCF_037478065.1	NZ_CP062177.1	3	168947	169	0		0	small_plasmid
GCF_037478075.1	NZ_CP062178.1	1	2592175	2317	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037478075.1	NZ_CP062179.1	2	763274	644	0		0	secondary_large
GCF_037478085.1	NZ_CP062181.1	1	2686710	2359	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_037478085.1	NZ_CP062180.1	2	855141	688	0		0	secondary_large
