orthogroup	n_genomes	frac_on_c3
GCF_000020045.1|NC_010623.1|DOBPJF_04633	127	0.0236
GCF_000020045.1|NC_010623.1|DOBPJF_04645	37	0.7692
GCF_000020045.1|NC_010627.1|DOBPJF_07816	12	0.1667
GCF_000022645.2|NC_012721.2|EJIAMJ_05164	133	0.0071
GCF_000203915.1|NC_008392.1|PNLJAJ_06492	15	0.6667
GCF_000262695.1|NC_017921.1|JPCCGE_03223	48	0.6800
GCF_000292915.1|NC_018514.1|GOEANH_04024	40	0.1538
GCF_000300095.1|NC_018672.1|JAMHFP_05512	59	0.0667
GCF_000385525.1|NC_021174.1|NIFCDL_05294	46	0.0000
GCF_000402035.1|NC_021289.1|LBIDFB_05923	34	0.0294
GCF_000511895.1|NZ_CP004002.1|AFCDIC_06105	46	0.6522
GCF_000522545.2|NZ_CP012747.1|NHEICP_03307	11	0.0000
GCF_051615025.1|NZ_CP195132.1|DINHEO_01413	88	0.0000
GCF_051615025.1|NZ_CP195132.1|DINHEO_01415	34	0.7353
GCF_051615025.1|NZ_CP195132.1|DINHEO_01422	57	0.0175
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_05276	19	0.4211
GCF_053760385.1|NZ_JBSNBT010000003.1|BDFOCJ_08263	18	0.5667
GCF_053760385.1|NZ_JBSNBT010000003.1|BDFOCJ_08304	38	0.5000
GCF_054166125.1|NZ_JBSWBW010000002.1|CFBHHE_00736	51	0.0588
GCF_054166195.1|NZ_CM135123.1|KDOAHI_02152	132	0.0152
GCF_054166195.1|NZ_CM135123.1|KDOAHI_02216	16	0.3125
GCF_054166245.1|NZ_CM135125.1|MINKLJ_00558	10	0.0000
GCF_056868375.1|NZ_CP184792.1|LHPKDF_02462	14	0.2143
GCF_057612605.2|NZ_CM173618.1|LGHOAH_03658	15	0.9333
GCF_057612605.2|NZ_CM172588.1|LGHOAH_06094	11	0.0909
GCF_057612605.2|NZ_CM172588.1|LGHOAH_06123	11	0.0000
GCF_057748135.1|NZ_CM173239.1|AGACDF_05384	114	0.0526
GCF_057748135.1|NZ_CM173239.1|AGACDF_05386	115	0.0086
GCF_059622985.1|NZ_CM184412.1|HDJAFC_05106	112	0.0089
GCF_905400185.1|NZ_FR989677.1|DKPOPA_06630	24	0.6667
GCF_964261745.1|NZ_OZ180038.1|HPHCCA_06253	108	0.0459
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_04607	60	0.0000
GCF_964264995.1|NZ_OZ183798.1|KAPKEG_06820	10	0.8000
GCF_964265005.1|NZ_OZ183800.1|MFMMDN_06031	14	0.1429
GCF_984667675.1|NZ_OZ480167.1|JPDNHB_06143	36	0.0000
GCF_984667975.1|NZ_OZ480188.1|IDMAMG_06487	55	1.0000
GCF_984668395.1|NZ_OZ480207.1|LANPNA_06874	16	1.0000
GCF_984668525.1|NZ_OZ480212.1|HJEOAH_05659	29	0.0000
GCA_017356705.2|CP076288.1|GJFJFN_06823	134	0.0149
GCA_020887275.1|AP022306.1|IBAIBG_03832	19	0.3158
GCA_020887275.1|AP022307.1|IBAIBG_04900	89	0.1319
GCA_020887275.1|AP022307.1|IBAIBG_06063	64	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_03964	104	0.0160
GCA_024298805.1|CP101280.1|CFKEBF_03965	58	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_03977	105	0.0094
GCA_024298805.1|CP101280.1|CFKEBF_03981	69	0.0000
GCA_024298805.1|CP101281.1|CFKEBF_07631	72	0.9067
GCA_024298805.1|CP101281.1|CFKEBF_07637	33	1.0000
GCA_024298805.1|CP101281.1|CFKEBF_07643	101	0.9902
GCA_024298805.1|CP101281.1|CFKEBF_07644	90	1.0000
GCA_024298805.1|CP101281.1|CFKEBF_07664	42	0.6833
GCA_024298805.1|CP101281.1|CFKEBF_07697	60	1.0000
GCA_029762415.1|CP121774.1|AEAFNO_06699	16	0.6250
GCA_029762415.1|CP121774.1|AEAFNO_06724	104	0.3585
GCA_051027405.1|CP186319.1|OPENLE_07231	132	0.0435
GCA_056494915.1|CP195753.1|IECGNH_05581	13	0.0000
GCA_056494915.1|CP195753.1|IECGNH_05592	12	0.0000
GCA_965199415.1|OZ241172.1|FJNDNB_00851	12	0.2308
GCA_965217235.1|OZ244257.1|FGPPHH_04459	69	0.4194
GCA_965217235.1|OZ244257.1|FGPPHH_04484	18	0.1667
GCA_965217235.1|OZ244257.1|FGPPHH_04515	115	0.0259
GCA_965217235.1|OZ244257.1|FGPPHH_04530	35	0.1892
GCA_965217235.1|OZ244257.1|FGPPHH_04533	35	0.1892
GCF_000009485.1|NC_011001.1|AHBBHP_04599	64	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_04637	106	0.0094
GCF_000010545.1|NC_010805.1|FAEGPK_04642	10	0.3000
GCF_000010545.1|NC_010805.1|FAEGPK_04652	27	0.1852
GCF_000010545.1|NC_010805.1|FAEGPK_04665	45	0.0222
GCF_000012945.1|NC_007511.1|MPPJPN_04360	35	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_04361	43	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_04391	10	0.3000
GCF_000012945.1|NC_007511.1|MPPJPN_04393	10	0.3000
GCF_000013645.1|NC_007952.1|NKEBAG_04693	13	0.0769
GCF_000013645.1|NC_007952.1|NKEBAG_04731	13	0.2778
GCF_000013645.1|NC_007952.1|NKEBAG_04739	50	0.0800
GCF_000016205.1|NC_009255.1|HIIIOO_04063	43	0.0000
GCF_000016205.1|NC_009255.1|HIIIOO_04065	13	0.0556
GCF_000019505.1|NC_010512.1|FDIDAN_06565	20	0.9500
GCF_000092885.1|NC_014118.1|MOLOCH_04599	19	0.4000
GCF_000203915.1|NC_008391.1|PNLJAJ_03390	133	0.1765
GCF_000262695.1|NC_017922.1|JPCCGE_05419	10	0.4000
GCF_000262695.1|NC_017922.1|JPCCGE_05462	63	0.7500
GCF_000262695.1|NC_017922.1|JPCCGE_05466	97	0.0404
GCF_000262695.1|NC_017922.1|JPCCGE_05481	33	1.0000
GCF_000262695.1|NC_017922.1|JPCCGE_05483	33	1.0000
GCF_000385525.1|NC_021174.1|NIFCDL_05850	30	0.0000
GCF_000385525.1|NC_021174.1|NIFCDL_05854	12	0.5833
GCF_000522545.2|NZ_CP012748.1|NHEICP_06706	50	0.1400
GCF_000522545.2|NZ_CP012748.1|NHEICP_06788	56	0.3500
GCF_000705535.2|NZ_CP072521.1|FJLBMH_04539	10	0.0000
GCF_000755725.1|NZ_CP007782.1|GKENPO_06270	61	0.2188
GCF_000755725.1|NZ_CP007782.1|GKENPO_06295	12	0.0833
GCF_000755805.1|NZ_CP007785.1|NIOHNM_06641	94	0.8511
GCF_002902925.1|NZ_CP026113.1|FCNDNF_07023	28	0.1034
GCF_002902965.1|NZ_CP026107.1|NNLOHK_008579	15	0.3333
GCF_003330765.1|NZ_CP024903.1|MHAOIP_06247	14	0.0667
GCF_003330765.1|NZ_CP024903.1|MHAOIP_06325	80	0.5250
GCF_003568605.1|NZ_CP008785.1|FDKBLH_01984	130	0.0486
GCF_003568605.1|NZ_CP008785.1|FDKBLH_02018	111	0.0357
GCF_003711145.1|NZ_CP024945.1|BEDGBF_07120	35	0.0811
GCF_003812585.1|NZ_CP033745.1|GNNABM_02315	12	0.0000
GCF_003812585.1|NZ_CP033745.1|GNNABM_02381	11	0.0000
GCF_003966315.1|NZ_CP034547.1|KBLBMN_06236	23	0.3913
GCF_003966315.1|NZ_CP034547.1|KBLBMN_06237	16	0.9375
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06963	46	0.6949
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06967	129	0.0155
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07040	120	0.0250
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07041	133	0.0476
GCF_009789655.1|NZ_CP046911.1|NAJDOB_05567	70	0.0000
GCF_009789675.1|NZ_CP046915.1|EADHIH_05328	102	0.0294
GCF_009789675.1|NZ_CP046915.1|EADHIH_05346	133	0.3568
GCF_009789675.1|NZ_CP046915.1|EADHIH_05360	20	0.0000
GCF_009938265.1|NZ_AP022319.1|EKOFLH_06514	96	0.0103
GCF_011493005.1|NZ_CP049157.1|MBMLHD_03689	12	0.6667
GCF_012689525.1|NZ_CP051514.1|LAJHGD_000914	13	0.1905
GCF_012689525.1|NZ_CP051514.1|LAJHGD_000923	15	0.4118
GCF_016128195.1|NZ_CP066076.1|NAHIAK_04194	11	0.0000
GCF_016458785.1|NZ_CP066763.1|CPAPEE_05305	17	0.1176
GCF_020843945.1|NZ_CP086296.1|OOEEJG_06944	38	0.3684
GCF_020843945.1|NZ_CP086296.1|OOEEJG_06974	26	0.8846
GCF_020885575.1|NZ_AP024958.1|KLMBLO_08937	16	0.5625
GCF_020885575.1|NZ_AP024958.1|KLMBLO_08964	28	0.0714
GCF_022879595.1|NZ_CP084266.1|AJMEPE_04088	88	0.0227
GCF_022879615.1|NZ_CP084273.1|LMHICO_05149	11	0.4615
GCF_023373725.1|NZ_CP090787.1|KCIHPB_05269	34	1.0000
GCF_024661975.1|NZ_CP102483.1|DMILCA_04901	70	0.0143
GCF_025560745.1|NZ_CP090484.1|LJPFDI_04431	58	0.0169
GCF_025560745.1|NZ_CP090484.1|LJPFDI_04433	134	0.0149
GCF_025560745.1|NZ_CP090484.1|LJPFDI_04489	115	0.0087
GCF_028473685.1|NZ_CP099395.1|GEMCOG_06596	64	0.0000
GCF_028473685.1|NZ_CP099395.1|GEMCOG_06660	21	0.9048
GCF_029536165.1|NZ_CP120509.1|IJJJNO_05375	13	0.0000
GCF_029910195.1|NZ_CP110394.1|AEIAGP_07881	101	0.0000
GCF_030412785.1|NZ_CP125296.1|ODJFHO_07098	43	0.0000
GCF_030412785.1|NZ_CP125296.1|ODJFHO_07124	75	0.0133
GCF_031585635.1|NZ_CP134197.1|EEDMGB_07209	130	0.8321
GCF_034424545.1|NZ_CP139971.1|MDHFGH_04429	51	0.9216
GCF_037101255.1|NZ_AP028999.1|HNPKNL_08666	15	0.5333
GCF_039848545.1|NZ_CP156686.1|NEIKOA_03704	64	0.0156
GCF_039852015.1|NZ_CP156628.1|LINCGO_05298	29	0.7241
GCF_040314805.1|NZ_CP131478.1|NFANPD_05273	13	0.0000
GCF_040314805.1|NZ_CP131478.1|NFANPD_05275	132	0.0122
GCF_040314805.1|NZ_CP131478.1|NFANPD_05291	36	0.9722
GCF_040314805.1|NZ_CP131478.1|NFANPD_05304	32	0.9688
GCF_040314805.1|NZ_CP131478.1|NFANPD_05341	14	0.4211
GCF_044501195.1|NZ_CP162533.1|FEPKBP_04109	73	0.0000
GCF_045345775.1|NZ_CP174277.1|OBMKLG_04511	36	0.0000
GCF_003330805.1|NZ_CP024940.1|CLIPBJ_09477	10	0.7000
GCF_003330825.1|NZ_CP024942.1|DPEFHP_06089	29	0.3448
GCF_003368325.1|NZ_CP031466.1|IEDFFF_01101	95	0.1753
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06916	104	0.1000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06934	15	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06939	15	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06948	11	0.0000
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06951	10	0.2727
GCF_007556815.1|NZ_CP041743.1|HBCKNG_01308	134	0.0149
GCF_007556815.1|NZ_CP041743.1|HBCKNG_01338	77	0.6364
GCF_007724625.1|NZ_CP042166.1|KDKDHA_07397	52	0.6714
GCF_007724625.1|NZ_CP042166.1|KDKDHA_07415	10	0.6364
GCF_013378095.1|NZ_CP015959.1|BHJPHO_03511	91	0.0110
GCF_013426895.1|NZ_AP023177.1|EGBJMP_08235	123	0.0417
GCF_013426915.1|NZ_AP023182.1|JOOGLA_008907	13	0.0000
GCF_014171495.1|NZ_CP049135.1|EIPEHA_03594	12	0.0000
GCF_014171495.1|NZ_CP049135.1|EIPEHA_03621	14	0.0714
GCF_014171495.1|NZ_CP049137.1|EIPEHA_07276	111	0.0090
GCF_014854795.1|NZ_CP032011.1|KEPDBM_03746	99	0.0101
GCF_014854795.1|NZ_CP032011.1|KEPDBM_03751	130	0.0231
GCF_016128195.1|NZ_CP066076.1|NAHIAK_03982	12	0.0000
GCF_017514945.1|NZ_CP071826.1|BNMMAG_05813	96	0.0103
GCF_019428685.1|NZ_CP080096.1|GAAIKK_06636	31	0.6970
GCF_019428685.1|NZ_CP080096.1|GAAIKK_06678	34	0.0588
GCF_022879615.1|NZ_CP084272.1|LMHICO_03778	10	0.2000
GCF_022879815.1|NZ_CP084285.1|DODOCL_05196	110	0.9910
GCF_022879815.1|NZ_CP084285.1|DODOCL_05217	15	0.1875
GCF_023374435.1|NZ_CP090693.1|CDKAIN_05534	88	0.9896
GCF_024661975.1|NZ_CP102484.1|DMILCA_07302	13	1.0000
GCF_024661975.1|NZ_CP102484.1|DMILCA_07311	18	1.0000
GCF_024661975.1|NZ_CP102484.1|DMILCA_07317	25	0.8000
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05089	95	0.0105
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05099	58	0.0172
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05121	104	0.0096
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05122	11	0.0000
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05149	87	0.9770
GCF_029536165.1|NZ_CP120509.1|IJJJNO_06023	12	0.0000
GCF_029910195.1|NZ_CP110394.1|AEIAGP_07779	15	0.7333
GCF_034047095.1|NZ_CP139166.1|FHPKOL_03932	133	0.1802
GCF_037101255.1|NZ_AP028997.1|HNPKNL_03581	126	0.0839
GCF_037101275.1|NZ_AP029052.1|JDNFDP_03182	51	0.1045
GCF_046773525.1|NZ_CP177245.1|AAEFPO_05823	10	0.2000
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_00040	29	0.1379
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_00102	132	0.0076
GCF_047497165.1|NZ_CP163164.1|CDDFIM_01841	119	0.0084
GCF_047497165.1|NZ_CP163164.1|CDDFIM_01916	134	0.0452
GCF_048627025.1|NZ_CP184469.1|CHIKBB_05699	88	0.0737
GCF_050632355.1|NZ_CP192550.1|PLIJEL_05026	13	0.0000
GCF_050813845.1|NZ_CP172422.1|GJOCLC_03957	107	0.0935
GCF_050813845.1|NZ_CP172422.1|GJOCLC_03976	59	0.0000
GCF_050990595.1|NZ_CP158828.1|NIBBDH_04035	133	0.0150
GCF_050990595.1|NZ_CP158828.1|NIBBDH_04049	120	0.1240
GCF_050990595.1|NZ_CP158828.1|NIBBDH_04083	31	0.0000
GCF_050990595.1|NZ_CP158828.1|NIBBDH_04117	10	0.0000
GCF_051124805.1|NZ_CP123188.1|ICMIHH_04151	16	0.2353
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06386	12	0.0000
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06388	110	0.0091
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06423	57	0.0233
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06474	12	0.5833
GCF_053153985.1|NZ_CP195306.1|PDLACF_05536	33	1.0000
GCF_053348855.1|NZ_CM130028.1|PBMDKP_05339	85	0.0118
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_05646	29	0.7586
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_05666	102	0.0000
GCA_051027405.1|CP186319.1|OPENLE_05008	80	0.9250
GCA_051027405.1|CP186319.1|OPENLE_05010	11	0.1667
GCA_965217235.1|OZ244257.1|FGPPHH_05062	13	0.3846
GCA_965217235.1|OZ244257.1|FGPPHH_05066	16	0.3125
GCA_965217235.1|OZ244257.1|FGPPHH_05070	16	0.3125
GCF_000009485.1|NC_011002.1|AHBBHP_06804	20	1.0000
GCF_000009485.1|NC_011002.1|AHBBHP_06823	23	0.8333
GCF_000012945.1|NC_007511.1|MPPJPN_06413	23	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_06414	24	0.0417
GCF_000012945.1|NC_007511.1|MPPJPN_06454	37	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_06462	22	0.0455
GCF_000012945.1|NC_007511.1|MPPJPN_06475	20	0.1000
GCF_000012945.1|NC_007511.1|MPPJPN_06476	19	0.1053
GCF_000012945.1|NC_007511.1|MPPJPN_06477	19	0.1053
GCF_000012945.1|NC_007511.1|MPPJPN_06478	19	0.1053
GCF_000012945.1|NC_007511.1|MPPJPN_06479	19	0.1053
GCF_000012945.1|NC_007511.1|MPPJPN_06486	42	0.0238
GCF_000012945.1|NC_007511.1|MPPJPN_06487	29	0.0909
GCF_000013645.1|NC_007953.1|NKEBAG_08597	18	0.5263
GCF_000016205.1|NC_009255.1|HIIIOO_05133	92	0.0000
GCF_000016205.1|NC_009255.1|HIIIOO_05144	116	0.3324
GCF_000019925.1|NC_010557.1|JOOHOL_05820	12	1.0000
GCF_000019925.1|NC_010557.1|JOOHOL_05868	12	0.9167
GCF_000019925.1|NC_010557.1|JOOHOL_05895	14	0.8571
GCF_000019925.1|NC_010557.1|JOOHOL_05896	12	1.0000
GCF_000019925.1|NC_010557.1|JOOHOL_05897	12	1.0000
GCF_000019925.1|NC_010557.1|JOOHOL_05898	12	1.0000
GCF_000019925.1|NC_010557.1|JOOHOL_05902	14	0.9444
GCF_000020045.1|NC_010625.1|DOBPJF_06454	53	0.8113
GCF_000020045.1|NC_010625.1|DOBPJF_06455	53	0.8113
GCF_000020125.1|NC_010676.1|KLLCKE_06544	21	0.2857
GCF_000020125.1|NC_010676.1|KLLCKE_06554	13	0.4615
GCF_000092885.1|NC_014118.1|MOLOCH_03534	11	0.0909
GCF_000092885.1|NC_014118.1|MOLOCH_04786	136	0.0145
GCF_000092885.1|NC_014118.1|MOLOCH_04802	10	0.0000
GCF_000402035.1|NC_021289.1|LBIDFB_05202	20	0.3500
GCF_000522545.2|NZ_CP012747.1|NHEICP_05579	21	0.3905
GCF_000567905.1|NZ_CP004090.1|GCDEEK_05406	64	0.0000
GCF_000567905.1|NZ_CP004090.1|GCDEEK_05422	13	0.6923
GCF_000567905.1|NZ_CP004090.1|GCDEEK_05472	96	0.0102
GCF_000828875.1|NZ_AP014577.1|EBBMHB_03715	19	0.3158
GCF_000828875.1|NZ_AP014577.1|EBBMHB_03774	99	0.0202
GCF_000835205.1|NZ_CP002581.1|GBACEL_06067	124	0.0161
GCF_000959225.1|NZ_CP009477.1|GENMCO_05413	132	0.0365
GCF_000961515.1|NZ_CP010024.1|FPIDDM_07955	12	0.2143
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04105	16	0.0000
GCF_001522585.2|NZ_CP013372.1|JCKKIK_04157	19	0.0000
GCF_001523745.2|NZ_CP013387.1|CCOEMP_04123	79	0.0000
GCF_001524445.2|NZ_CP013418.1|ACKDIE_04239	14	0.1429
GCF_001524445.2|NZ_CP013418.1|ACKDIE_04278	120	0.0083
GCF_001524645.2|NZ_CP013429.1|CEJKLH_05562	122	0.4589
GCF_001557535.2|NZ_CP014308.1|AEKFLI_06799	11	0.0000
GCF_001577465.1|NZ_CP014506.1|FDOHPH_04401	121	0.0165
GCF_001634365.1|NZ_CP014579.1|KFJOOE_05077	24	0.0000
GCF_001634365.1|NZ_CP014579.1|KFJOOE_05125	12	0.0000
GCF_001718315.1|NZ_CP013363.1|FPPOAH_03663	130	0.0077
GCF_001718355.1|NZ_CP013371.1|EMLACB_04901	34	0.8824
GCF_001718695.1|NZ_CP013422.1|HKCAJL_04932	134	0.0149
GCF_001718795.1|NZ_CP013438.1|FFDIEO_05041	64	0.0000
GCF_001718835.1|NZ_CP013442.1|KNHALJ_06866	38	0.6667
GCF_001718875.1|NZ_CP013449.1|BILING_04573	12	0.5000
GCF_001865575.2|NZ_CP017563.2|LOJKIB_06199	74	0.7368
GCF_002111125.1|NZ_CP018386.1|PODNPN_04105	13	0.0000
GCF_002278075.1|NZ_CP022990.1|LCILIJ_05205	38	0.0526
GCF_002902925.1|NZ_CP026113.1|FCNDNF_06282	19	0.2000
GCF_002902965.1|NZ_CP026106.1|NNLOHK_005520	126	0.0079
GCF_003233675.1|NZ_CP029826.1|IAFPDL_07194	41	0.5227
GCF_003330765.1|NZ_CP024903.1|MHAOIP_06223	31	0.0000
GCF_003330805.1|NZ_CP024938.1|CLIPBJ_04992	16	0.0625
GCF_003366075.1|NZ_CP028962.1|KOHNEP_01422	41	0.0244
GCF_003366075.1|NZ_CP028962.1|KOHNEP_01425	94	0.0106
GCF_003812965.1|NZ_CP033855.1|JAOIGE_06407	85	0.4545
GCF_003812965.1|NZ_CP033855.1|JAOIGE_06414	97	0.9829
GCF_005280735.1|NZ_CP040078.1|GLGJAO_06448	82	0.1059
GCF_009789655.1|NZ_CP046911.1|NAJDOB_05713	102	0.2500
GCF_009789675.1|NZ_CP046915.1|EADHIH_05147	13	0.0769
GCF_009789675.1|NZ_CP046915.1|EADHIH_05174	106	0.5755
GCF_009789675.1|NZ_CP046915.1|EADHIH_05199	14	0.2857
GCF_009789675.1|NZ_CP046915.1|EADHIH_05202	13	0.3125
GCF_011039955.1|NZ_CP049317.1|GGNALE_03656	119	0.0084
GCF_011039955.1|NZ_CP049317.1|GGNALE_03690	126	0.0310
GCF_024664135.1|NZ_CP100258.1|JBCKHP_05767	18	0.5789
GCF_024732225.1|NZ_CP091308.1|PMFFNN_04596	20	0.5714
GCF_028473685.1|NZ_CP099395.1|GEMCOG_06225	14	0.1429
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05215	14	0.0000
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05238	10	0.0000
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05250	62	0.0645
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04136	28	0.1071
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04921	63	0.0000
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04936	134	0.1978
GCF_029910195.1|NZ_CP110392.1|AEIAGP_05624	113	0.0088
GCF_029910215.1|NZ_CP110396.1|AOJIKF_05413	34	0.7059
GCF_029910215.1|NZ_CP110396.1|AOJIKF_05424	29	0.0690
GCF_029910215.1|NZ_CP110396.1|AOJIKF_05433	45	0.0222
GCF_029910215.1|NZ_CP110396.1|AOJIKF_05466	14	0.6000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_05467	22	0.6818
GCF_029962485.1|NZ_CP073638.1|GJHEFE_05211	67	0.3433
GCF_029962485.1|NZ_CP073638.1|GJHEFE_05284	70	0.6571
GCF_030316075.1|NZ_CP128230.1|ABLKAE_03126	52	0.5690
GCF_030316075.1|NZ_CP128230.1|ABLKAE_03138	15	0.0667
GCF_030316075.1|NZ_CP128230.1|ABLKAE_03188	11	0.7273
GCF_030374675.1|NZ_CP126322.1|IAEJEF_06426	22	0.7727
GCF_030374675.1|NZ_CP126322.1|IAEJEF_06503	16	1.0000
GCF_031585635.1|NZ_CP134196.1|EEDMGB_05322	20	0.2273
GCF_033870355.1|NZ_CP124605.1|FNHLBI_00674	11	0.8182
GCF_034047095.1|NZ_CP139164.1|FHPKOL_05361	26	0.8462
GCF_037055255.1|NZ_CP146378.1|EHEHHB_07178	112	0.8145
GCF_037101255.1|NZ_AP028999.1|HNPKNL_08905	52	0.0769
GCF_038452255.1|NZ_CP150850.1|FEMODJ_05819	46	0.1731
GCF_039621805.1|NZ_CP155074.1|MGLNLP_04441	72	0.0556
GCF_039852015.1|NZ_CP156627.1|LINCGO_03020	10	0.0000
GCF_039852015.1|NZ_CP156627.1|LINCGO_03073	134	0.0149
GCF_040314805.1|NZ_CP131478.1|NFANPD_05764	16	0.2500
GCF_041070875.1|NZ_CP163500.1|KGJBHC_04048	53	0.0000
GCF_044501195.1|NZ_CP162534.1|FEPKBP_07401	28	0.8571
GCF_046773525.1|NZ_CP177246.1|AAEFPO_07182	11	1.0000
GCF_047325075.1|NZ_CP168530.1|PCIIPK_04441	83	0.0353
GCF_048565265.1|NZ_CP183462.1|OJJDKA_06317	23	0.0000
GCF_048627025.1|NZ_CP184469.1|CHIKBB_05083	116	0.0085
GCF_049913365.1|NZ_CP184382.1|JLBCGF_04610	21	0.0000
GCF_050632325.1|NZ_CP192562.1|KHJMHK_06879	74	1.0000
GCF_050813845.1|NZ_CP172422.1|GJOCLC_04269	13	0.0000
GCF_050813845.1|NZ_CP172423.1|GJOCLC_07133	15	0.8667
GCF_050990595.1|NZ_CP158828.1|NIBBDH_03840	13	0.0000
GCF_050990595.1|NZ_CP158828.1|NIBBDH_03889	123	0.0400
GCF_051027425.1|NZ_CP186553.1|GJHIIG_06699	130	0.0154
GCF_051124805.1|NZ_CP123189.1|ICMIHH_05584	89	0.1212
GCF_051124805.1|NZ_CP123189.1|ICMIHH_05676	11	0.0909
GCF_051615025.1|NZ_CP195131.1|DINHEO_00475	70	0.6143
GCF_051615025.1|NZ_CP195131.1|DINHEO_00559	15	0.0667
GCF_057587595.1|NZ_CM172485.1|NPLEBE_03697	21	0.2162
GCF_057587595.1|NZ_CM172485.1|NPLEBE_04986	48	0.0208
GCF_057587595.1|NZ_CM172485.1|NPLEBE_05011	56	0.5833
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04218	81	0.0123
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04252	15	0.0000
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04254	55	0.0182
GCF_057612605.2|NZ_CM173618.1|LGHOAH_04255	15	0.0000
GCF_057748135.1|NZ_CM173239.1|AGACDF_04175	119	0.1633
GCF_057748135.1|NZ_CM173239.1|AGACDF_04177	12	0.0000
GCF_058448765.1|NZ_CP186749.1|AEHDJH_06443	114	0.0263
GCF_059089405.1|NZ_CM180999.1|EGMCAA_07146	58	0.8793
GCF_059622985.1|NZ_CM184412.1|HDJAFC_06945	131	0.0076
GCF_902459535.1|NZ_LR699554.1|KMLDIC_06333	17	0.7059
GCF_905400185.1|NZ_FR989676.1|DKPOPA_03585	10	0.0000
GCF_964026365.1|NZ_OZ032134.1|OLAOEE_03427	52	0.0962
GCF_964026365.1|NZ_OZ032134.1|OLAOEE_04222	15	0.1250
GCF_964261745.1|NZ_OZ180036.1|HPHCCA_03107	93	0.8298
GCF_964264985.1|NZ_OZ183793.1|PAHBGJ_05679	26	0.1538
GCF_964264995.1|NZ_OZ183796.1|KAPKEG_00235	92	0.0000
GCF_964264995.1|NZ_OZ183798.1|KAPKEG_06959	37	0.9730
GCF_964265015.1|NZ_OZ183807.1|ECGPLD_07123	21	0.9524
GCF_964265025.1|NZ_OZ183803.1|BIENCE_03860	14	0.0000
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_05358	12	0.2500
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_06250	12	0.5000
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_06258	17	0.2941
GCF_965118185.1|NZ_OZ221291.1|KJDPOI_06276	22	0.2727
GCF_984667665.1|NZ_OZ480171.1|HGCLLP_06657	41	0.2093
GCF_984667675.1|NZ_OZ480167.1|JPDNHB_05098	34	0.0000
GCF_984667725.1|NZ_OZ480176.1|MEHGPI_06759	31	0.9355
GCF_984667975.1|NZ_OZ480187.1|IDMAMG_03710	21	0.0000
GCF_984667975.1|NZ_OZ480187.1|IDMAMG_04791	43	0.0000
GCF_984667975.1|NZ_OZ480187.1|IDMAMG_04828	10	0.0000
GCF_984667975.1|NZ_OZ480187.1|IDMAMG_06220	46	0.0217
GCF_984668005.1|NZ_OZ480191.1|JAFOII_06488	79	0.0000
GCF_984668005.1|NZ_OZ480192.1|JAFOII_07607	11	0.2727
GCF_984668195.1|NZ_OZ480203.1|EFDDPN_06946	19	0.7895
